ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Meaning,Sense_ID,Entry_ID,ad,ad_workflow
Gothic-621-einwenig-1,1,Gothic,621-einwenig,leitils,leitils,l i t ɪ l s,,557564,,,^ leitils $,default,klein;  wenig,wenig-1,1849-leitils,"litils, litilz, litilʃ, litilt, litild, litɯls, litɯlz, litɯlʃ, litɯlt, litɯld, litɛls, litɛlz, litɛlʃ, litɛlt, litɛld, litiːls, litiːlz, litiːlʃ, litiːlt, litiːld, litels, litelz, litelʃ, litelt, liteld, lɛtils, lɛtilz, lɛtilʃ, lɛtilt, lɛtild, lɛtɯls, lɛtɯlz, lɛtɯlʃ, lɛtɯlt, lɛtɯld, lɛtɛls, lɛtɛlz, lɛtɛlʃ, lɛtɛlt, lɛtɛld, lɛtiːls, lɛtiːlz, lɛtiːlʃ, lɛtiːlt, lɛtiːld, lɛtels, lɛtelz, lɛtelʃ, lɛtelt, lɛteld, lytils, lytilz, lytilʃ, lytilt, lytild, lytɯls, lytɯlz, lytɯlʃ, lytɯlt, lytɯld, lytɛls, lytɛlz, lytɛlʃ, lytɛlt, lytɛld, lytiːls, lytiːlz, lytiːlʃ, lytiːlt, lytiːld, litilas, litilaz, litilaʃ, litilɛs, litilɛz, litilɛʃ, litilis, litiliz, litiliʃ, litilɥs, litilɥz, litilɥʃ, litilus, litiluz, litiluʃ, litɯlas, litɯlaz, litɯlaʃ, litɯlɛs, litɯlɛz, litɯlɛʃ, litɯlis, litɯliz, litɯliʃ, litɯlɥs, litɯlɥz, litɯlɥʃ, litɯlus, litɯluz, litɯluʃ, litɛlas, litɛlaz, litɛlaʃ, litɛlɛs, litɛlɛz, litɛlɛʃ, litɛlis, litɛliz, litɛliʃ, litɛlɥs, litɛlɥz, litɛlɥʃ, litɛlus, litɛluz, litɛluʃ, litiːlas, litiːlaz, litiːlaʃ, litiːlɛs, litiːlɛz, litiːlɛʃ, litiːlis, litiːliz, litiːliʃ, litiːlɥs, litiːlɥz, litiːlɥʃ, litiːlus, litiːluz, litiːluʃ, litelas, litelaz, litelaʃ, litelɛs, litelɛz, litelɛʃ, litelis, liteliz, liteliʃ, litelɥs, litiɡlas, litiɡlɛs, litiɡlis, litiɡlɥs, litiɡlus, litinlas, litinlɛs, litinlis, litinlɥs, litinlus, litimlas, litimlɛs, litimlis, litimlɥs, litimlus, litɯɡlas, litɯɡlɛs, litɯɡlis, litɯɡlɥs, litɯɡlus, litɯnlas, litɯnlɛs, litɯnlis, litɯnlɥs, litɯnlus, litɯmlas, litɯmlɛs, litɯmlis, litɯmlɥs, litɯmlus, litɛɡlas, litɛɡlɛs, litɛɡlis, litɛɡlɥs, litɛɡlus, litɛnlas, litɛnlɛs, litɛnlis, litɛnlɥs, litɛnlus, litɛmlas, litɛmlɛs, litɛmlis, litɛmlɥs, litɛmlus, litiːɡlas, litiːɡlɛs, litiːɡlis, litiːɡlɥs, litiːɡlus, litiːnlas, litiːnlɛs, litiːnlis, litiːnlɥs, litiːnlus, litiːmlas, litiːmlɛs, litiːmlis, litiːmlɥs, litiːmlus, liteɡlas, liteɡlɛs, liteɡlis, liteɡlɥs, liteɡlus, litenlas, litenlɛs, litenlis, litenlɥs, litenlus, litilɡas, litilɡɛs, litilɡis, litilɡɥs, litilɡus, litilnas, litilnɛs, litilnis, litilnɥs, litilnus, litilmas, litilmɛs, litilmis, litilmɥs, litilmus, litɯlɡas, litɯlɡɛs, litɯlɡis, litɯlɡɥs, litɯlɡus, litɯlnas, litɯlnɛs, litɯlnis, litɯlnɥs, litɯlnus, litɯlmas, litɯlmɛs, litɯlmis, litɯlmɥs, litɯlmus, litɛlɡas, litɛlɡɛs, litɛlɡis, litɛlɡɥs, litɛlɡus, litɛlnas, litɛlnɛs, litɛlnis, litɛlnɥs, litɛlnus, litɛlmas, litɛlmɛs, litɛlmis, litɛlmɥs, litɛlmus, litiːlɡas, litiːlɡɛs, litiːlɡis, litiːlɡɥs, litiːlɡus, litiːlnas, litiːlnɛs, litiːlnis, litiːlnɥs, litiːlnus, litiːlmas, litiːlmɛs, litiːlmis, litiːlmɥs, litiːlmus, litelɡas, litelɡɛs, litelɡis, litelɡɥs, litelɡus, litelnas, litelnɛs, litelnis, litelnɥs, litelnus","[['l', 'i', 't', 'ɪ', 'l', 's'], 'CVCVCC', ['CVCVCC', 'CVCVCVC', 'CVCVCCVC'], [['l', 'i', 't', 'ɪ', 'l', 's'], ['l', 'i', 't', 'ɪ', 'l', 'V', 's'], ['l', 'i', 't', 'ɪ', 'C', 'l', 'V', 's'], ['l', 'i', 't', 'ɪ', 'l', 'C', 'V', 's']], [[['l'], ['i', 'ɛ', 'y'], ['t'], ['i', 'ɯ', 'ɛ', 'iː', 'e'], ['l'], ['s', 'z', 'ʃ', 't', 'd']], [['l'], ['i'], ['t'], ['i', 'ɯ', 'ɛ', 'iː', 'e'], ['l'], ['a', 'ɛ', 'i', 'ɥ', 'u'], ['s', 'z', 'ʃ']], [['l'], ['i'], ['t'], ['i', 'ɯ', 'ɛ', 'iː', 'e'], ['ɡ', 'n', 'm'], ['l'], ['a', 'ɛ', 'i', 'ɥ', 'u'], ['s']], [['l'], ['i'], ['t'], ['i', 'ɯ', 'ɛ', 'iː', 'e'], ['l'], ['ɡ', 'n', 'm'], ['a', 'ɛ', 'i', 'ɥ', 'u'], ['s']]]]"
Gothic-884-hinzufugen-1,4,Gothic,884-hinzufugen,bi-aukan,biaukan,b ɪ ɔ k a n,,557564,,,^ biaukan $,default,hinzufügen,hinzufugen-1,372-biaukan,"biokan, biøkan, biɒkan, biɯkan, biɛkan, bɯokan, bɯøkan, bɯɒkan, bɯɯkan, bɯɛkan, bɛokan, bɛøkan, bɛɒkan, bɛɯkan, bɛɛkan, biːokan, biːøkan, biːɒkan, biːɯkan, biːɛkan, beokan, beøkan, beɒkan, beɯkan, beɛkan, piokan, piøkan, piɒkan, piɯkan, piɛkan, pɯokan, pɯøkan, pɯɒkan, pɯɯkan, pɯɛkan, pɛokan, pɛøkan, pɛɒkan, pɛɯkan, pɛɛkan, piːokan, piːøkan, piːɒkan, piːɯkan, piːɛkan, peokan, peøkan, peɒkan, peɯkan, peɛkan, viokan, viøkan, viɒkan, viɯkan, viɛkan, vɯokan, vɯøkan, vɯɒkan, vɯɯkan, vɯɛkan, vɛokan, vɛøkan, vɛɒkan, vɛɯkan, vɛɛkan, viːokan, viːøkan, viːɒkan, viːɯkan, viːɛkan, biɡokan, biɡøkan, biɡɒkan, biɡɯkan, biɡɛkan, binokan, binøkan, binɒkan, binɯkan, binɛkan, bimokan, bimøkan, bimɒkan, bimɯkan, bimɛkan, bɯɡokan, bɯɡøkan, bɯɡɒkan, bɯɡɯkan, bɯɡɛkan, bɯnokan, bɯnøkan, bɯnɒkan, bɯnɯkan, bɯnɛkan, bɯmokan, bɯmøkan, bɯmɒkan, bɯmɯkan, bɯmɛkan, bɛɡokan, bɛɡøkan, bɛɡɒkan, bɛɡɯkan, bɛɡɛkan, bɛnokan, bɛnøkan, bɛnɒkan, bɛnɯkan, bɛnɛkan, bɛmokan, bɛmøkan, bɛmɒkan, bɛmɯkan, bɛmɛkan, biːɡokan, biːɡøkan, biːɡɒkan, biːɡɯkan, biːɡɛkan, biːnokan, biːnøkan, biːnɒkan, biːnɯkan, biːnɛkan, biːmokan, biːmøkan, biːmɒkan, biːmɯkan, biːmɛkan, beɡokan, beɡøkan, beɡɒkan, beɡɯkan, beɡɛkan, benokan, benøkan, benɒkan, benɯkan, benɛkan, biɡoɡkan, biɡøɡkan, biɡɒɡkan, biɡɯɡkan, biɡɛɡkan, binoɡkan, binøɡkan, binɒɡkan, binɯɡkan, binɛɡkan, bimoɡkan, bimøɡkan, bimɒɡkan, bimɯɡkan, bimɛɡkan, bɯɡoɡkan, bɯɡøɡkan, bɯɡɒɡkan, bɯɡɯɡkan, bɯɡɛɡkan, bɯnoɡkan, bɯnøɡkan, bɯnɒɡkan, bɯnɯɡkan, bɯnɛɡkan, bɯmoɡkan, bɯmøɡkan, bɯmɒɡkan, bɯmɯɡkan, bɯmɛɡkan, bɛɡoɡkan, bɛɡøɡkan, bɛɡɒɡkan, bɛɡɯɡkan, bɛɡɛɡkan, bɛnoɡkan, bɛnøɡkan, bɛnɒɡkan, bɛnɯɡkan, bɛnɛɡkan, bɛmoɡkan, bɛmøɡkan, bɛmɒɡkan, bɛmɯɡkan, bɛmɛɡkan, biːɡoɡkan, biːɡøɡkan, biːɡɒɡkan, biːɡɯɡkan, biːɡɛɡkan, biːnoɡkan, biːnøɡkan, biːnɒɡkan, biːnɯɡkan, biːnɛɡkan, biːmoɡkan, biːmøɡkan, biːmɒɡkan, biːmɯɡkan, biːmɛɡkan, beɡoɡkan, beɡøɡkan, beɡɒɡkan, beɡɯɡkan, beɡɛɡkan, benoɡkan, benøɡkan, benɒɡkan, benɯɡkan, benɛɡkan, biɡokɡan, biɡøkɡan, biɡɒkɡan, biɡɯkɡan, biɡɛkɡan, binokɡan, binøkɡan, binɒkɡan, binɯkɡan, binɛkɡan, bimokɡan, bimøkɡan, bimɒkɡan, bimɯkɡan, bimɛkɡan, bɯɡokɡan, bɯɡøkɡan, bɯɡɒkɡan, bɯɡɯkɡan, bɯɡɛkɡan, bɯnokɡan, bɯnøkɡan, bɯnɒkɡan, bɯnɯkɡan, bɯnɛkɡan, bɯmokɡan, bɯmøkɡan, bɯmɒkɡan, bɯmɯkɡan, bɯmɛkɡan, bɛɡokɡan, bɛɡøkɡan, bɛɡɒkɡan, bɛɡɯkɡan, bɛɡɛkɡan, bɛnokɡan, bɛnøkɡan, bɛnɒkɡan, bɛnɯkɡan, bɛnɛkɡan, bɛmokɡan, bɛmøkɡan, bɛmɒkɡan, bɛmɯkɡan, bɛmɛkɡan, biːɡokɡan, biːɡøkɡan, biːɡɒkɡan, biːɡɯkɡan, biːɡɛkɡan, biːnokɡan, biːnøkɡan, biːnɒkɡan, biːnɯkɡan, biːnɛkɡan, biːmokɡan, biːmøkɡan, biːmɒkɡan, biːmɯkɡan, biːmɛkɡan, beɡokɡan, beɡøkɡan, beɡɒkɡan, beɡɯkɡan, beɡɛkɡan, benokɡan, benøkɡan, benɒkɡan, benɯkɡan, benɛkɡan","[['b', 'ɪ', 'ɔ', 'k', 'a', 'n'], 'CVVCVC', ['CVVCVC', 'CVCVCVC', 'CVCVCCVC'], [['b', 'ɪ', 'ɔ', 'k', 'a', 'n'], ['b', 'ɪ', 'C', 'ɔ', 'k', 'a', 'n'], ['b', 'ɪ', 'C', 'ɔ', 'C', 'k', 'a', 'n'], ['b', 'ɪ', 'C', 'ɔ', 'k', 'C', 'a', 'n']], [[['b', 'p', 'v'], ['i', 'ɯ', 'ɛ', 'iː', 'e'], ['o', 'ø', 'ɒ', 'ɯ', 'ɛ'], ['k'], ['a'], ['n']], [['b'], ['i', 'ɯ', 'ɛ', 'iː', 'e'], ['ɡ', 'n', 'm'], ['o', 'ø', 'ɒ', 'ɯ', 'ɛ'], ['k'], ['a'], ['n']], [['b'], ['i', 'ɯ', 'ɛ', 'iː', 'e'], ['ɡ', 'n', 'm'], ['o', 'ø', 'ɒ', 'ɯ', 'ɛ'], ['ɡ'], ['k'], ['a'], ['n']], [['b'], ['i', 'ɯ', 'ɛ', 'iː', 'e'], ['ɡ', 'n', 'm'], ['o', 'ø', 'ɒ', 'ɯ', 'ɛ'], ['k'], ['ɡ'], ['a'], ['n']]]]"
Gothic-628-wieder-1,7,Gothic,628-wieder,aftra,aftra,a ɸ t r a,,557564,,,^ aftra $,default,wieder,wieder-1,38-aftra,"avtara, avtɛra, avtira, avtɥra, avtura, avdara, avdɛra, avdira, avdɥra, avdura, avttara, avttɛra, avttira, avttɥra, avttura, aptara, aptɛra, aptira, aptɥra, aptura, apdara, apdɛra, apdira, apdɥra, apdura, apttara, apttɛra, apttira, apttɥra, apttura, astara, astɛra, astira, astɥra, astura, asdara, asdɛra, asdira, asdɥra, asdura, asttara, asttɛra, asttira, asttɥra, asttura, abtara, abtɛra, abtira, abtɥra, abtura, abdara, abdɛra, abdira, abdɥra, abdura, abttara, abttɛra, abttira, abttɥra, abttura, aztara, aztɛra, aztira, aztɥra, aztura, azdara, azdɛra, azdira, azdɥra, azdura, avtaraɡ, avtaran, avtaram, avtɛraɡ, avtɛran, avtɛram, avtiraɡ, avtiran, avtiram, avtɥraɡ, avtɥran, avtɥram, avturaɡ, avturan, avturam, aptaraɡ, aptaran, aptaram, aptɛraɡ, aptɛran, aptɛram, aptiraɡ, aptiran, aptiram, aptɥraɡ, aptɥran, aptɥram, apturaɡ, apturan, apturam, astaraɡ, astaran, astaram, astɛraɡ, astɛran, astɛram, astiraɡ, astiran, astiram, astɥraɡ, astɥran, astɥram, asturaɡ, asturan, asturam, abtaraɡ, abtaran, abtaram, abtɛraɡ, abtɛran, abtɛram, abtiraɡ, abtiran, abtiram, abtɥraɡ, abtɥran, abtɥram, abturaɡ, abturan, abturam, aztaraɡ, aztaran, aztaram, aztɛraɡ, aztɛran, aztɛram, aztiraɡ, aztiran, aztiram, aztɥraɡ, ɡavtara, ɡavtɛra, ɡavtira, ɡavtɥra, ɡavtura, ɡaptara, ɡaptɛra, ɡaptira, ɡaptɥra, ɡaptura, ɡastara, ɡastɛra, ɡastira, ɡastɥra, ɡastura, ɡabtara, ɡabtɛra, ɡabtira, ɡabtɥra, ɡabtura, ɡaztara, ɡaztɛra, ɡaztira, ɡaztɥra, ɡaztura, navtara, navtɛra, navtira, navtɥra, navtura, naptara, naptɛra, naptira, naptɥra, naptura, nastara, nastɛra, nastira, nastɥra, nastura, nabtara, nabtɛra, nabtira, nabtɥra, nabtura, naztara, naztɛra, naztira, naztɥra, naztura, mavtara, mavtɛra, mavtira, mavtɥra, mavtura, maptara, maptɛra, maptira, maptɥra, maptura, mastara, mastɛra, mastira, mastɥra, mastura, mabtara, mabtɛra, mabtira, mabtɥra, mabtura","[['a', 'ɸ', 't', 'r', 'a'], 'VCCCV', ['VCCVCV', 'VCCVCVC', 'CVCCVCV'], [['a', 'ɸ', 't', 'V', 'r', 'a'], ['a', 'ɸ', 't', 'V', 'r', 'a', 'C'], ['C', 'a', 'ɸ', 't', 'V', 'r', 'a']], [[['a'], ['v', 'p', 's', 'b', 'z'], ['t', 'd', 'tt'], ['a', 'ɛ', 'i', 'ɥ', 'u'], ['r'], ['a']], [['a'], ['v', 'p', 's', 'b', 'z'], ['t'], ['a', 'ɛ', 'i', 'ɥ', 'u'], ['r'], ['a'], ['ɡ', 'n', 'm']], [['ɡ', 'n', 'm'], ['a'], ['v', 'p', 's', 'b', 'z'], ['t'], ['a', 'ɛ', 'i', 'ɥ', 'u'], ['r'], ['a']]]]"
Gothic-447-alter-1,8,Gothic,447-alter,aldomin,aldomin,a l d o m ɪ n,,557564,,,^ aldomin $,default,Alter,Alter-1,186-aldomin,"aldomin, aldomɯn, aldomɛn, aldomiːn, aldomen, aldumin, aldumɯn, aldumɛn, aldumiːn, aldumen, aldamin, aldamɯn, aldamɛn, aldamiːn, aldamen, alomin, alomɯn, alomɛn, alomiːn, alomen, alumin, alumɯn, alumɛn, alumiːn, alumen, alamin, alamɯn, alamɛn, alamiːn, alamen, alɟomin, alɟomɯn, alɟomɛn, alɟomiːn, alɟomen, alɟumin, alɟumɯn, alɟumɛn, alɟumiːn, alɟumen, alɟamin, alɟamɯn, alɟamɛn, alɟamiːn, alɟamen, altomin, altomɯn, altomɛn, altomiːn, altomen, altumin, altumɯn, altumɛn, altumiːn, altumen, altamin, altamɯn, altamɛn, altamiːn, altamen, alzomin, alzomɯn, alzomɛn, alzomiːn, alzomen, alzumin, alzumɯn, alzumɛn, alzumiːn, alzumen, ɡaldomin, ɡaldomɯn, ɡaldomɛn, ɡaldomiːn, ɡaldomen, ɡalomin, ɡalomɯn, ɡalomɛn, ɡalomiːn, ɡalomen, ɡalɟomin, ɡalɟomɯn, ɡalɟomɛn, ɡalɟomiːn, ɡalɟomen, naldomin, naldomɯn, naldomɛn, naldomiːn, naldomen, nalomin, nalomɯn, nalomɛn, nalomiːn, nalomen, nalɟomin, nalɟomɯn, nalɟomɛn, nalɟomiːn, nalɟomen, maldomin, maldomɯn, maldomɛn, maldomiːn, maldomen, malomin, malomɯn, malomɛn, malomiːn, malomen, malɟomin, malɟomɯn, malɟomɛn, malɟomiːn, malɟomen, taldomin, taldomɯn, taldomɛn, taldomiːn, taldomen, talomin, talomɯn, talomɛn, talomiːn, talomen, talɟomin, talɟomɯn, talɟomɛn, talɟomiːn, talɟomen, saldomin, saldomɯn, saldomɛn, saldomiːn, saldomen, salomin, salomɯn, salomɛn, salomiːn, salomen, ɡaladomin, ɡaladomɯn, ɡaladomɛn, ɡaladomiːn, ɡaladomen, ɡalɛdomin, ɡalɛdomɯn, ɡalɛdomɛn, ɡalɛdomiːn, ɡalɛdomen, ɡalidomin, ɡalidomɯn, ɡalidomɛn, ɡalidomiːn, ɡalidomen, ɡalɥdomin, ɡalɥdomɯn, ɡalɥdomɛn, ɡalɥdomiːn, ɡalɥdomen, ɡaludomin, ɡaludomɯn, ɡaludomɛn, ɡaludomiːn, ɡaludomen, naladomin, naladomɯn, naladomɛn, naladomiːn, naladomen, nalɛdomin, nalɛdomɯn, nalɛdomɛn, nalɛdomiːn, nalɛdomen, nalidomin, nalidomɯn, nalidomɛn, nalidomiːn, nalidomen, nalɥdomin, nalɥdomɯn, nalɥdomɛn, nalɥdomiːn, nalɥdomen, naludomin, naludomɯn, naludomɛn, naludomiːn, naludomen, maladomin, maladomɯn, maladomɛn, maladomiːn, maladomen, malɛdomin, malɛdomɯn, malɛdomɛn, malɛdomiːn, malɛdomen, malidomin, malidomɯn, malidomɛn, malidomiːn, malidomen, malɥdomin, malɥdomɯn, malɥdomɛn, malɥdomiːn, malɥdomen","[['a', 'l', 'd', 'o', 'm', 'ɪ', 'n'], 'VCCVCVC', ['VCCVCVC', 'CVCCVCVC', 'CVCVCVCVC'], [['a', 'l', 'd', 'o', 'm', 'ɪ', 'n'], ['C', 'a', 'l', 'd', 'o', 'm', 'ɪ', 'n'], ['C', 'a', 'l', 'V', 'd', 'o', 'm', 'ɪ', 'n']], [[['a'], ['l'], ['d', '', 'ɟ', 't', 'z'], ['o', 'u', 'a'], ['m'], ['i', 'ɯ', 'ɛ', 'iː', 'e'], ['n']], [['ɡ', 'n', 'm', 't', 's'], ['a'], ['l'], ['d', '', 'ɟ'], ['o'], ['m'], ['i', 'ɯ', 'ɛ', 'iː', 'e'], ['n']], [['ɡ', 'n', 'm'], ['a'], ['l'], ['a', 'ɛ', 'i', 'ɥ', 'u'], ['d'], ['o'], ['m'], ['i', 'ɯ', 'ɛ', 'iː', 'e'], ['n']]]]"
Gothic-447-alter-2,9,Gothic,447-alter,fairniþa,fairniþa,ɸ ɛ r n ɪ θ a,,557564,,,^ fairniþa $,default,Alter,Alter-2,750-fairnia,"vɛrnisa, vɛrniʃa, vɛrniza, vɛrnita, vɛrnɯsa, vɛrnɯʃa, vɛrnɯza, vɛrnɯta, vɛrnɛsa, vɛrnɛʃa, vɛrnɛza, vɛrnɛta, vɛrniːsa, vɛrniːʃa, vɛrniːza, vɛrniːta, pɛrnisa, pɛrniʃa, pɛrniza, pɛrnita, pɛrnɯsa, pɛrnɯʃa, pɛrnɯza, pɛrnɯta, pɛrnɛsa, pɛrnɛʃa, pɛrnɛza, pɛrnɛta, pɛrniːsa, pɛrniːʃa, pɛrniːza, pɛrniːta, sɛrnisa, sɛrniʃa, sɛrniza, sɛrnita, sɛrnɯsa, sɛrnɯʃa, sɛrnɯza, sɛrnɯta, sɛrnɛsa, sɛrnɛʃa, sɛrnɛza, sɛrnɛta, sɛrniːsa, sɛrniːʃa, sɛrniːza, sɛrniːta, bɛrnisa, bɛrniʃa, bɛrniza, bɛrnita, bɛrnɯsa, bɛrnɯʃa, bɛrnɯza, bɛrnɯta, bɛrnɛsa, bɛrnɛʃa, bɛrnɛza, bɛrnɛta, bɛrniːsa, bɛrniːʃa, bɛrniːza, bɛrniːta, zɛrnisa, zɛrniʃa, zɛrniza, zɛrnita, zɛrnɯsa, zɛrnɯʃa, vɛrnis, vɛrniʃ, vɛrniz, vɛrnit, vɛrnɯs, vɛrnɯʃ, vɛrnɯz, vɛrnɯt, vɛrnɛs, vɛrnɛʃ, vɛrnɛz, vɛrnɛt, vɛrniːs, vɛrniːʃ, vɛrniːz, vɛrniːt, pɛrnis, pɛrniʃ, pɛrniz, pɛrnit, pɛrnɯs, pɛrnɯʃ, pɛrnɯz, pɛrnɯt, pɛrnɛs, pɛrnɛʃ, pɛrnɛz, pɛrnɛt, pɛrniːs, pɛrniːʃ, pɛrniːz, pɛrniːt, sɛrnis, sɛrniʃ, sɛrniz, sɛrnit, sɛrnɯs, sɛrnɯʃ, sɛrnɯz, sɛrnɯt, sɛrnɛs, sɛrnɛʃ, sɛrnɛz, sɛrnɛt, sɛrniːs, sɛrniːʃ, sɛrniːz, sɛrniːt, bɛrnis, bɛrniʃ, bɛrniz, bɛrnit, bɛrnɯs, bɛrnɯʃ, bɛrnɯz, bɛrnɯt, bɛrnɛs, bɛrnɛʃ, bɛrnɛz, bɛrnɛt, bɛrniːs, bɛrniːʃ, bɛrniːz, bɛrniːt, zɛrnis, zɛrniʃ, zɛrniz, zɛrnit, zɛrnɯs, zɛrnɯʃ, vɛrnisaɡ, vɛrniʃaɡ, vɛrnizaɡ, vɛrnitaɡ, vɛrnɯsaɡ, vɛrnɯʃaɡ, vɛrnɯzaɡ, vɛrnɯtaɡ, vɛrnɛsaɡ, vɛrnɛʃaɡ, vɛrnɛzaɡ, vɛrnɛtaɡ, vɛrniːsaɡ, vɛrniːʃaɡ, vɛrniːzaɡ, vɛrniːtaɡ, pɛrnisaɡ, pɛrniʃaɡ, pɛrnizaɡ, pɛrnitaɡ, pɛrnɯsaɡ, pɛrnɯʃaɡ, pɛrnɯzaɡ, pɛrnɯtaɡ, pɛrnɛsaɡ, pɛrnɛʃaɡ, pɛrnɛzaɡ, pɛrnɛtaɡ, pɛrniːsaɡ, pɛrniːʃaɡ, pɛrniːzaɡ, pɛrniːtaɡ, sɛrnisaɡ, sɛrniʃaɡ, sɛrnizaɡ, sɛrnitaɡ, sɛrnɯsaɡ, sɛrnɯʃaɡ, sɛrnɯzaɡ, sɛrnɯtaɡ, sɛrnɛsaɡ, sɛrnɛʃaɡ, sɛrnɛzaɡ, sɛrnɛtaɡ, sɛrniːsaɡ, sɛrniːʃaɡ, sɛrniːzaɡ, sɛrniːtaɡ, bɛrnisaɡ, bɛrniʃaɡ, bɛrnizaɡ, bɛrnitaɡ, bɛrnɯsaɡ, bɛrnɯʃaɡ, bɛrnɯzaɡ, bɛrnɯtaɡ, bɛrnɛsaɡ, bɛrnɛʃaɡ, bɛrnɛzaɡ, bɛrnɛtaɡ, bɛrniːsaɡ, bɛrniːʃaɡ, bɛrniːzaɡ, bɛrniːtaɡ, zɛrnisaɡ, zɛrniʃaɡ, zɛrnizaɡ, zɛrnitaɡ, zɛrnɯsaɡ, zɛrnɯʃaɡ","[['ɸ', 'ɛ', 'r', 'n', 'ɪ', 'θ', 'a'], 'CVCCVCV', ['CVCCVCV', 'CVCCVC', 'CVCCVCVC'], [['ɸ', 'ɛ', 'r', 'n', 'ɪ', 'θ', 'a'], ['ɸ', 'ɛ', 'r', 'n', 'ɪ', 'θ'], ['ɸ', 'ɛ', 'r', 'n', 'ɪ', 'θ', 'a', 'C']], [[['v', 'p', 's', 'b', 'z'], ['ɛ'], ['r'], ['n'], ['i', 'ɯ', 'ɛ', 'iː'], ['s', 'ʃ', 'z', 't'], ['a']], [['v', 'p', 's', 'b', 'z'], ['ɛ'], ['r'], ['n'], ['i', 'ɯ', 'ɛ', 'iː'], ['s', 'ʃ', 'z', 't']], [['v', 'p', 's', 'b', 'z'], ['ɛ'], ['r'], ['n'], ['i', 'ɯ', 'ɛ', 'iː'], ['s', 'ʃ', 'z', 't'], ['a'], ['ɡ']]]]"
