ID,rc,Meaning
Hungarian-306-andachtig-1,j.t not old,andächtig
Hungarian-307-scheinheilig-1,j.t not old,scheinheilig
Hungarian-308-Tur-1,"#ɒ, j.t, oː# not old",Tür
Hungarian-309-ajtoorizo-1,"#ɒ, j.t, oː# not old",ajtóőriző
Hungarian-310-Turpfosten-1,"#ɒ, j.t, oː, f not old",Türpfosten
Hungarian-311-sichsehnen-2,^(a) (j) (u|o|ɯ|ɒ) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i)?$,sich sehnen
Hungarian-312-erschrecken-1,^(a) (j) (u|o|ɯ|ɒ) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i)?$,erschrecken
Hungarian-313-inOhnmachtfallen-1,^(a) (j) (u|o|ɯ|ɒ) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i)?$,in Ohnmacht fallen
Hungarian-314-staunen-1,^(a) (j) (u|o|ɯ|ɒ) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i)?$,staunen
Hungarian-315-almelkodik-1,^(a) (j) (u|o|ɯ|ɒ) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i)?$,álmélkodik
Hungarian-316-abspreizendenMund-1,"#ɒ, j.z# not old",abspreizen den Mund
Hungarian-317-aufzaumen-1,"#ɒ, j.z# not old",aufzäumen
Hungarian-318-denBogen-1,"#ɒ, j.z# not old",den Bogen
Hungarian-319-dieSehnespannen-1,"#ɒ, j.z# not old",die Sehnespannen
Hungarian-320-offnendenMund-1,"#ɒ, j.z# not old",öffnen den Mund
Hungarian-321-steigern-1,"#ɒ, j.z# not old",steigern
Hungarian-322-uberspanneneinGefuhl-1,"#ɒ, j.z# not old",überspannen ein Gefühl
Hungarian-323-einenGemutszustand-1,"#ɒ, j.z# not old",einen Gemütszustand
Hungarian-324-spanneneinMusikinstrument-1,"#ɒ, j.z# not old",spannen ein Musikinstrument
Hungarian-325-seineSaite-1,"#ɒ, j.z# not old",seine Saite
Hungarian-326-Pferdegebi-1,"#ɒ, j.z# not old",Pferdegebiß
Hungarian-327-zabola-1,"#ɒ, j.z# not old",zabola
Hungarian-328-Akazienbaum-1,wrong year,Akazienbaum
Hungarian-329-Robiniengeholz-1,wrong year,Robiniengehölz
Hungarian-330-Schule-1,"#ɒ, i.ɒ# not old",Schule
Hungarian-331-Hochschule-1,"#ɒ, i.ɒ# not old",Hochschule
Hungarian-332-Konzert-1,"#ɒ, i.ɒ# not old",Konzert
Hungarian-333-AkademiederWissenschaften-1,"#ɒ, i.ɒ# not old",Akademie der Wissenschaften
Hungarian-334-Erstauffuhrung-1,"#ɒ, i.ɒ# not old",Erstaufführung
Hungarian-335-wollen-1,wrong year,wollen
Hungarian-336-freiwillig-1,wrong year,freiwillig
Hungarian-337-gewaltsam-1,wrong year,gewaltsam
Hungarian-338-eroszakos-1,wrong year,erőszakos
Hungarian-339-oboder-1,#ɒ not old,oboder
Hungarian-340-wenigstens-1,#ɒ not old,wenigstens
Hungarian-341-meinetwegen-1,#ɒ not old,meinetwegen
Hungarian-342-hangen-1,"#ɒ, s.t# not old",hängen
Hungarian-343-schlagen-1,"#ɒ, s.t# not old",schlagen
Hungarian-344-Haken-1,"#ɒ, s.t# not old",Haken
Hungarian-345-binden-1,"#ɒ, s.t# not old",binden
Hungarian-346-sichumetwkummern-2,"#ɒ, ɡː not old",sich um etw kümmern
Hungarian-347-Halbadeliger-2,wrong year,Halbadeliger
Hungarian-348-agil-1,wrong year,agil
Hungarian-349-unterhandeln-2,#ɒ not old,unterhandeln
Hungarian-350-Tatigkeitentfalten-2,#ɒ not old,Tätigkeit entfalten
Hungarian-351-umruhren-2,#ɒ not old,umrühren
Hungarian-352-gewinnen-2,#ɒ not old,gewinnen
Hungarian-353-aufmuntern-2,#ɒ not old,aufmuntern
Hungarian-354-aufwiegeln-2,#ɒ not old,aufwiegeln
Hungarian-355-Agression-2,wrong year,Agression
Hungarian-356-armlichaussehend-2,wrong year,ärmlich aussehend
Hungarian-357-arm-2,wrong year,arm
Hungarian-358-unbeholfen-2,wrong year,unbeholfen
Hungarian-359-ungeschickt-2,wrong year,ungeschickt
Hungarian-360-schuftig-2,wrong year,schuftig
Hungarian-361-rupelhaft-2,wrong year,rüpelhaft
Hungarian-362-hergelaufen-2,wrong year,hergelaufen
Hungarian-363-unbekannterAbstammung-1,wrong year,unbekannter Abstammung
Hungarian-364-Agronom-2,wrong year,Agronom
Hungarian-365-Schadel-2,#ɒ not old,Schädel
Hungarian-366-Kopf-2,#ɒ not old,Kopf
Hungarian-367-Nabe-2,#ɒ not old,Nabe
Hungarian-368-Gewehrkolben-2,#ɒ not old,Gewehrkolben
Hungarian-369-Halfter-2,#ɒ not old,Halfter
Hungarian-370-Gehirn-2,#ɒ not old,Gehirn
Hungarian-371-Vernunft-2,#ɒ not old,Vernunft
Hungarian-372-verprugeln-2,#ɒ not old,verprügeln
Hungarian-373-ausklugeln-2,#ɒ not old,ausklügeln
Hungarian-374-ersinnen-2,#ɒ not old,ersinnen
Hungarian-375-Flubett-2,^(a) (d) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Flußbett
Hungarian-376-Bett-2,^(a) (d) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Bett
Hungarian-377-Lafette-2,^(a) (d) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Lafette
Hungarian-378-Essiglager-2,^(a) (d) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Essiglager
Hungarian-379-Bodensatz-2,^(a) (d) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Bodensatz
Hungarian-380-Beet-2,^(a) (d) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Beet
Hungarian-381-alsSymbolderFamilie-2,^(a) (d) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,als Symbol der Familie
Hungarian-382-Streu-2,^(a) (d) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Streu
Hungarian-383-Bettzeug-3,^(a) (d) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Bettzeug
Hungarian-384-Konkubine-2,^(a) (d) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Konkubine
Hungarian-385-ausgebreitetesGetreide-1,^(a) (d) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,ausgebreitetes Getreide
Hungarian-386-ausgebreiteteGarbenaufderTenne-1,^(a) (d) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,ausgebreitete Garben auf der Tenne
Hungarian-387-prugeln-4,wrong year,prügeln
Hungarian-388-sichverzanken-2,wrong year,sich verzanken
Hungarian-389-schlau-3,"#ɒ, ɟ, f not old",schlau
Hungarian-390-irrsinnig-2,"#ɒ, ɟ, f not old",irrsinnig
Hungarian-391-durchtrieben-1,"#ɒ, ɟ, f not old",durchtrieben
Hungarian-392-stur-1,"#ɒ, ɟ, f not old",stur
Hungarian-393-Ton-2,"#ɒ, ɟ not old",Ton
Hungarian-394-Lehm-1,"#ɒ, ɟ not old",Lehm
Hungarian-395-Hauer-2,"#ɒ, ɟ not old",Hauer
Hungarian-396-knirschen-2,"#ɒ, ɟ not old",knirschen
Hungarian-397-Hauzahn-1,"#ɒ, ɟ not old",Hauzahn
Hungarian-398-Lende-2,ɟ not old,Lende
Hungarian-399-Lagerstatte-3,wrong year,Lagerstätte
Hungarian-400-Bettzeug-4,wrong year,Bettzeug
Hungarian-401-aufdenKopf-2,"#ɒ, ɟ not old",auf den Kopf
Hungarian-402-zuTode-1,"#ɒ, ɟ not old",zu Tode
Hungarian-403-mitSchiepulverwirkendeSteinschleuder-2,"ɟ, uː# not old",mit Schießpulver wirkende Steinschleuder
Hungarian-404-Werkzeug-2,"ɟ, uː# not old",Werkzeug
Hungarian-405-Gerat-2,"ɟ, uː# not old",Gerät
Hungarian-406-KanonemitSprengsatz-2,"ɟ, uː# not old",Kanone mit Sprengsatz
Hungarian-407-Sehnsucht-2,h not old,Sehnsucht
Hungarian-408-Andacht-2,h not old,Andacht
Hungarian-409-herbeisehnen-1,h not old,herbeisehnen
Hungarian-410-aushohlen-1,wrong year,aushöhlen
Hungarian-411-Tal-2,^(a) ?(j)? ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Tal
Hungarian-412-Schlucht-2,^(a) ?(j)? ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Schlucht
Hungarian-413-Offnung-2,^(a) ?(j)? ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Öffnung
Hungarian-414-Falz-2,^(a) ?(j)? ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Falz
Hungarian-415-Kerbe-2,^(a) ?(j)? ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Kerbe
Hungarian-416-Zaum-2,^(a) ?(j)? ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Zaum
Hungarian-417-Zwischenraum-2,^(a) ?(j)? ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Zwischenraum
Hungarian-418-angezeichnet-2,^(a) ?(j)? ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,angezeichnet
Hungarian-419-Sardelle-3,^(a) ?(j)? ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Sardelle
Hungarian-420-Mund-2,#ɒ not old,Mund
Hungarian-421-Lippe-2,#ɒ not old,Lippe
Hungarian-422-Schamlippe-2,#ɒ not old,Schamlippe
Hungarian-423-OffnungeinesGefaes-2,#ɒ not old,Öffnung eines Gefäßes
Hungarian-424-Kinn-2,#ɒ not old,Kinn
Hungarian-425-Lippenblutler-2,#ɒ not old,Lippenblütler
Hungarian-426-Geschenk-2,#ɒ not old,Geschenk
Hungarian-427-Opfergabe-2,#ɒ not old,Opfergabe
Hungarian-428-opfern-2,"#ɒ, n.l# not old",opfern
Hungarian-429-versprechen-2,"#ɒ, n.l# not old",versprechen
Hungarian-430-aldozat-2,"#ɒ, n.l# not old",áldozat
Hungarian-431-Angelobung-2,"#ɒ, n.l# not old",Angelobung
Hungarian-432-Angebot-2,"#ɒ, n.l# not old",Angebot
Hungarian-433-Empfehler-2,"#ɒ, n.l# not old",Empfehler
Hungarian-434-Einschreibebrief-2,"#ɒ, n.l# not old",Einschreibebrief
Hungarian-435-empfehlen-1,"#ɒ, n.l# not old",empfehlen
Hungarian-436-Luft-2,^(a) (j) (ɛ|i|y|ø|ɛ.y|øː|r.m) ?(r|v)? ?(ɛ r|a n|γ|ɯ)?$,Luft
Hungarian-437-Atmosphare-2,^(a) (j) (ɛ|i|y|ø|ɛ.y|øː|r.m) ?(r|v)? ?(ɛ r|a n|γ|ɯ)?$,Atmosphäre
Hungarian-438-heilkraftigeFlussigkeit-2,^(a) (j) (ɛ|i|y|ø|ɛ.y|øː|r.m) ?(r|v)? ?(ɛ r|a n|γ|ɯ)?$,heilkräftige Flüssigkeit
Hungarian-439-Wind-2,^(a) (j) (ɛ|i|y|ø|ɛ.y|øː|r.m) ?(r|v)? ?(ɛ r|a n|γ|ɯ)?$,Wind
Hungarian-440-Gestank-2,^(a) (j) (ɛ|i|y|ø|ɛ.y|øː|r.m) ?(r|v)? ?(ɛ r|a n|γ|ɯ)?$,Gestank
Hungarian-441-hatscheln-2,wrong year,hätscheln
Hungarian-442-pflegen-2,wrong year,pflegen
Hungarian-443-ordnen-2,wrong year,ordnen
Hungarian-444-andachtig-2,j.t not old,andächtig
Hungarian-445-scheinheilig-2,j.t not old,scheinheilig
Hungarian-446-Tur-2,"#ɒ, j.t, oː# not old",Tür
Hungarian-447-offnen-1,"#ɒ, j.t, oː# not old",öffnen
Hungarian-448-Turpfosten-2,"#ɒ, j.t, oː, f not old",Türpfosten
Hungarian-449-sichsehnen-3,^(a) (j) (u|o|ɯ|ɒ) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i)?$,sich sehnen
Hungarian-450-erschrecken-2,^(a) (j) (u|o|ɯ|ɒ) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i)?$,erschrecken
Hungarian-451-inOhnmachtfallen-2,^(a) (j) (u|o|ɯ|ɒ) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i)?$,in Ohnmacht fallen
Hungarian-452-staunen-2,^(a) (j) (u|o|ɯ|ɒ) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i)?$,staunen
Hungarian-453-erstauntsein-1,^(a) (j) (u|o|ɯ|ɒ) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i)?$,erstaunt sein
Hungarian-454-aufzaumen-2,"#ɒ, j.z# not old",aufzäumen
Hungarian-455-steigern-2,"#ɒ, j.z# not old",steigern
Hungarian-456-seineSaite-2,"#ɒ, j.z# not old",seine Saite
Hungarian-457-Pferdegebi-2,"#ɒ, j.z# not old",Pferdegebiß
Hungarian-458-zabola-2,"#ɒ, j.z# not old",zabola
Hungarian-459-abspreizenMund-1,"#ɒ, j.z# not old",abspreizenMund
Hungarian-460-Bogen-1,"#ɒ, j.z# not old",Bogen
Hungarian-461-Sehnespannen-1,"#ɒ, j.z# not old",Sehnespannen
Hungarian-462-offnenMund-1,"#ɒ, j.z# not old",öffnenMund
Hungarian-463-uberspannenGefuhl-1,"#ɒ, j.z# not old",überspannen Gefühl
Hungarian-464-Gemutszustand-1,"#ɒ, j.z# not old",Gemütszustand
Hungarian-465-spannenMusikinstrument-1,"#ɒ, j.z# not old",spannenMusikinstrument
Hungarian-466-Robiniengeholz-2,wrong year,Robiniengehölz
Hungarian-467-Robinie-1,wrong year,Robinie
Hungarian-468-Schule-2,"#ɒ, i.ɒ# not old",Schule
Hungarian-469-Hochschule-2,"#ɒ, i.ɒ# not old",Hochschule
Hungarian-470-Konzert-2,"#ɒ, i.ɒ# not old",Konzert
Hungarian-471-AkademiederWissenschaften-2,"#ɒ, i.ɒ# not old",Akademie der Wissenschaften
Hungarian-472-Erstauffuhrung-2,"#ɒ, i.ɒ# not old",Erstaufführung
Hungarian-473-wollen-2,#ɒ not old,wollen
Hungarian-474-freiwillig-2,#ɒ not old,freiwillig
Hungarian-475-gewaltsam-2,#ɒ not old,gewaltsam
Hungarian-476-oboder-2,#ɒ not old,oboder
Hungarian-477-wenigstens-2,#ɒ not old,wenigstens
Hungarian-478-meinetwegen-2,#ɒ not old,meinetwegen
Hungarian-479-hangen-2,"#ɒ, s.t# not old",hängen
Hungarian-480-Haken-2,"#ɒ, s.t# not old",Haken
Hungarian-481-binden-2,"#ɒ, s.t# not old",binden
Hungarian-482-annehmen-2,"#ɒ, k.t͡s, p.t not old",annehmen
Hungarian-483-gutheien-1,"#ɒ, k.t͡s, p.t not old",gutheißen
Hungarian-484-aufnehmen-1,"#ɒ, k.t͡s, p.t not old",aufnehmen
Hungarian-485-empfangen-1,"#ɒ, k.t͡s, p.t not old",empfangen
Hungarian-486-einrechnen-1,"#ɒ, k.t͡s, p.t not old",einrechnen
Hungarian-487-Klage-1,"#ɒ, k.t͡s, i.oː# not old",Klage
Hungarian-488-Klageschrift-1,"#ɒ, k.t͡s, i.oː# not old",Klageschrift
Hungarian-489-Angelegenheit-1,"#ɒ, k.t͡s, i.oː# not old",Angelegenheit
Hungarian-490-Rede-1,"#ɒ, k.t͡s, i.oː# not old",Rede
Hungarian-491-Rolle-1,"#ɒ, k.t͡s, i.oː# not old",Rolle
Hungarian-492-Behandlung-1,"#ɒ, k.t͡s, i.oː# not old",Behandlung
Hungarian-493-Handlung-1,"#ɒ, k.t͡s, i.oː# not old",Handlung
Hungarian-494-Tatigkeit-1,"#ɒ, k.t͡s, i.oː# not old",Tätigkeit
Hungarian-495-Wirkung-1,"#ɒ, k.t͡s, i.oː# not old",Wirkung
Hungarian-496-Geltrafe-1,"#ɒ, k.t͡s, i.oː# not old",Geltrafe
Hungarian-497-AktionalsgrammatischerTerminus-1,"#ɒ, k.t͡s, i.oː# not old",Aktion als grammatischer Terminus
Hungarian-498-Vereinbarung-1,wrong year,Vereinbarung
Hungarian-499-Akkordarbeit-1,wrong year,Akkordarbeit
Hungarian-500-AkkordinderMusik-1,wrong year,Akkord in der Musik
Hungarian-501-anhaufen-1,wrong year,anhäufen
Hungarian-502-ansammeln-1,wrong year,ansammeln
Hungarian-503-Anhaufung-1,wrong year,Anhäufung
Hungarian-504-genau-1,wrong year,genau
Hungarian-505-sorgfaltig-1,wrong year,sorgfältig
Hungarian-506-brav-1,wrong year,brav
Hungarian-507-ehrlich-1,wrong year,ehrlich
Hungarian-508-Fenster-2,"#ɒ, k.n not old",Fenster
Hungarian-509-Offnung-3,"#ɒ, k.n not old",Öffnung
Hungarian-510-Salzgrube-1,"#ɒ, k.n not old",Salzgrube
Hungarian-511-Spundloch-1,"#ɒ, k.n not old",Spundloch
Hungarian-512-Spund-1,"#ɒ, k.n not old",Spund
Hungarian-513-Schacht-1,"#ɒ, k.n not old",Schacht
Hungarian-514-Bergwerk-1,"#ɒ, k.n not old",Bergwerk
Hungarian-515-Kamin-1,"#ɒ, k.n not old",Kamin
Hungarian-516-Pulvergang-1,"#ɒ, k.n not old",Pulvergang
Hungarian-517-Sprenggrube-1,"#ɒ, k.n not old",Sprenggrube
Hungarian-518-FadaubemitSpundloch-1,"#ɒ, k.n not old",Faßdaube mit Spundloch
Hungarian-519-Visierstab-1,"#ɒ, k.n not old",Visierstab
Hungarian-520-Seemine-1,"#ɒ, k.n not old",Seemine
Hungarian-521-Tretmine-1,"#ɒ, k.n not old",Tretmine
Hungarian-522-GeschodesMinenwerfers-1,"#ɒ, k.n not old",Geschoß des Minenwerfers
Hungarian-523-Grubensteiger-1,"#ɒ, k.n not old",Grubensteiger
Hungarian-524-MineurSoldat-1,"#ɒ, k.n not old",Mineur Soldat
Hungarian-525-OhmHohl-1,"#ɒ, oː# not old",Ohm Hohl
Hungarian-526-FlussigkeitsmahauptsfurWeinundGetreide-1,"#ɒ, oː# not old",Flüssigkeitsmaß haupts für Wein und Getreide
Hungarian-527-Visiereimer-1,"#ɒ, oː# not old",Visiereimer
Hungarian-528-VisierstabzumOhmenderFasser-1,"#ɒ, oː# not old",Visierstab zum Ohmen der Fässer
Hungarian-529-Pferche-1,#ɒ not old,Pferche
Hungarian-530-Viehstall-1,#ɒ not old,Viehstall
Hungarian-531-ArtFischergerat-1,#ɒ not old,Art Fischergerät
Hungarian-532-Kauderwelsch-1,wrong year,Kauderwelsch
Hungarian-533-Gebabbel-1,wrong year,Gebabbel
Hungarian-534-Gekritzel-1,wrong year,Gekritzel
Hungarian-535-gekritzeltSchrift-1,wrong year,gekritzelt Schrift
Hungarian-536-improvisiertzusammengepfuscht-1,wrong year,improvisiert zusammengepfuscht
Hungarian-537-ArtBranntwein-1,wrong year,Art Branntwein
Hungarian-538-Akrobat-1,wrong year,Akrobat
Hungarian-539-AktinderbildendenKunst-1,wrong year,Akt in der bildenden Kunst
Hungarian-540-modelltallovagyuloszemely-1,"#ɒ, k.t# not old",modellt álló vagy ülő  személy
Hungarian-541-cselekmeny-1,"#ɒ, k.t# not old",cselekmény
Hungarian-542-tenykedes-1,"#ɒ, k.t# not old",ténykedés
Hungarian-543-tevekenyseg-1,"#ɒ, k.t# not old",tevékenység
Hungarian-544-cselekedet-1,"#ɒ, k.t# not old",cselekedet
Hungarian-545-eloadas-1,"#ɒ, k.t# not old",előadás
Hungarian-546-felvonas-1,"#ɒ, k.t# not old",felvonás
Hungarian-547-Akte-1,wrong year,Akte
Hungarian-548-Urkunde-1,wrong year,Urkunde
Hungarian-549-Geschehnisse-1,wrong year,Geschehnisse
Hungarian-550-Taten-1,wrong year,Taten
Hungarian-551-Akt-1,wrong year,Akt
Hungarian-552-Aufzug-1,wrong year,Aufzug
Hungarian-553-wissentschaftlicheZeitschrift-1,wrong year,wissentschaftliche Zeitschrift
Hungarian-554-Aktivitat-1,wrong year,Aktivität
Hungarian-555-Prozefahigkeit-1,wrong year,Prozeßfähigkeit
Hungarian-556-aktieverDienst-1,wrong year,aktiever Dienst
Hungarian-557-ermachtigen-1,wrong year,ermächtigen
Hungarian-558-aktivieren-1,wrong year,aktivieren
Hungarian-559-tatsachlich-1,wrong year,tatsächlich
Hungarian-560-wirklich-1,wrong year,wirklich
Hungarian-561-aktuell-1,wrong year,aktuell
Hungarian-562-Handlung-2,wrong year,Handlung
Hungarian-563-Tat-1,wrong year,Tat
Hungarian-564-Geschlechtsakt-1,wrong year,Geschlechtsakt
Hungarian-565-Fall-1,wrong year,Fall
Hungarian-566-AufzugimTheater-1,wrong year,Aufzug im Theater
Hungarian-567-Verfahren-1,wrong year,Verfahren
Hungarian-568-Akustik-1,wrong year,Akustik
Hungarian-569-Horverhaltnisse-1,wrong year,Hörverhältnisse
Hungarian-570-Aquarellfarbe-1,wrong year,Aquarellfarbe
Hungarian-571-Aquarellmalerei-1,wrong year,Aquarellmalerei
Hungarian-572-Auqarell-1,wrong year,Auqarell
Hungarian-573-Aquarium-1,wrong year,Aquarium
Hungarian-574-Streu-3,#ɒ not old,Streu
Hungarian-575-unterer-1,#ɒ not old,unterer
Hungarian-576-Tiefland-1,#ɒ not old,Tiefland
Hungarian-577-unteretwbefindlichesGebiet-1,#ɒ not old,unter etw befindliches Gebiet
Hungarian-578-unteretwbefindlicheSache-1,#ɒ not old,unter etw befindliche Sache
Hungarian-579-Unterteil-1,#ɒ not old,Unterteil
Hungarian-580-Rest-1,#ɒ not old,Rest
Hungarian-581-Grund-1,#ɒ not old,Grund
Hungarian-582-Basis-1,#ɒ not old,Basis
Hungarian-583-falsch-1,^(a) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,falsch
Hungarian-584-maskierend-1,^(a) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,maskierend
Hungarian-585-Falschheit-1,^(a) (l|γ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Falschheit
Hungarian-586-abwarts-1,"#ɒ, aː# not old",abwärts
Hungarian-587-unten-1,"#ɒ, aː# not old",unten
Hungarian-588-darunter-1,"#ɒ, aː# not old",darunter
Hungarian-589-hinunter-1,"#ɒ, aː# not old",hinunter
Hungarian-590-fur-1,"#ɒ, aː# not old",für
Hungarian-591-unterhalb-1,"#ɒ, aː# not old",unterhalb
Hungarian-592-Hellebarde-1,"#ɒ, r.d# not old",Hellebarde
Hungarian-593-Salbengefa-1,"#ɒ, ʃ.t.r not old",Salbengefäß
Hungarian-594-Alabaster-1,"#ɒ, ʃ.t.r not old",Alabaster
Hungarian-595-glatte-1,"#ɒ, ʃ.t.r not old",glatte
Hungarian-596-weieOberflache-1,"#ɒ, ʃ.t.r not old",weiße Oberfläche
Hungarian-597-niedgrig-1,"#ɒ, ɲ# not old",niedgrig
Hungarian-598-klein-1,"#ɒ, ɲ# not old",klein
Hungarian-599-untergeordnet-1,"#ɒ, ɲ# not old",untergeordnet
Hungarian-600-niedertrachtig-1,"#ɒ, ɲ# not old",niederträchtig
Hungarian-601-niedergedrucktwerden-1,"#ɒ, ɲ# not old",niedergedrückt werden
Hungarian-602-niedertrachtigwerden-1,"#ɒ, ɲ# not old",niederträchtig werden
Hungarian-603-Sold-1,"#ɒ, f not old",Sold
Hungarian-604-Beute-1,"#ɒ, f not old",Beute
Hungarian-605-Ration-1,"#ɒ, f not old",Ration
Hungarian-606-Wurde-1,"#ɒ, f not old",Würde
Hungarian-607-Pfrunde-1,"#ɒ, f not old",Pfründe
Hungarian-608-Gestalt-2,#ɒ not old,Gestalt
Hungarian-609-Puppe-1,#ɒ not old,Puppe
Hungarian-610-Docke-1,#ɒ not old,Docke
Hungarian-611-Maske-1,#ɒ not old,Maske
Hungarian-612-Liebchen-1,#ɒ not old,Liebchen
Hungarian-613-Form-1,#ɒ not old,Form
Hungarian-614-verziert-1,#ɒ not old,verziert
Hungarian-615-Gaukler-1,#ɒ not old,Gaukler
Hungarian-616-Komodiant-1,#ɒ not old,Komödiant
Hungarian-617-Dinkel-1,#ɒ not old,Dinkel
Hungarian-618-Mischfutter-1,#ɒ not old,Mischfutter
Hungarian-619-Almosen-1,"#ɒ, ʒ.n not old",Almosen
Hungarian-620-Proviant-1,"#ɒ, ʒ.n not old",Proviant
Hungarian-621-unbeholfen-3,wrong year,unbeholfen
Hungarian-622-ungeschickt-3,wrong year,ungeschickt
Hungarian-623-trage-1,wrong year,träge
Hungarian-624-faul-1,wrong year,faul
Hungarian-625-verschlafen-1,wrong year,verschlafen
Hungarian-626-heimtuckisch-1,wrong year,heimtückisch
Hungarian-627-Alane-1,#ɒ not old,Alane
Hungarian-628-alanisch-1,#ɒ not old,alanisch
Hungarian-629-Subjekt-1,wrong year,Subjekt
