ID	ID_rc	ID_ad
3647	8322-soveny	f3973
3648	8421-sug	f3243
3649	8421-sug	f3247
3650	8421-sug	f3352
3651	8421-sug	f3523
3652	8421-sug	f3641
3653	8460-suger	f3417
3654	8460-suger	f3450
3655	8460-suger	f3457
3656	8460-suger	f3464
3657	8460-suger	f3641
3658	8466-sun	f3257
3659	8466-sun	f3354
3660	8466-sun	f3514
3661	8466-sun	f3608
3662	8466-sun	f3648
3663	8466-sun	f3654
3664	8466-sun	f3849
3665	8466-sun	f3888
3666	8466-sun	f3973
3667	8476-suv	f2165
3668	8476-suv	f3352
3669	8476-suv	f3641
3670	8476-suv	f3695
3671	8476-suv	f3974
3672	8503-szag	f467
3673	8503-szag	f2592
3674	8503-szag	f3243
3675	8503-szag	f3247
3676	8503-szag	f3270
3677	8503-szag	f3523
3678	8503-szag	f3641
3679	8509-szak	f467
3680	8509-szak	f2592
3681	8509-szak	f3243
3682	8509-szak	f3247
3683	8509-szak	f3270
3684	8509-szak	f3523
3685	8509-szak	f3641
3686	8511-szak	f3243
3687	8511-szak	f3247
3688	8511-szak	f3270
3689	8511-szak	f3352
3690	8511-szak	f3523
3691	8511-szak	f3641
3692	8516-szakall	f3406
3693	8516-szakall	f3417
3694	8516-szakall	f3442
3695	8516-szakall	f3443
3696	8516-szakall	f3457
3697	8516-szakall	f3464
3698	8574-szapora	f3535
3699	8574-szapora	f3537
3700	8574-szapora	f3539
3701	8598-szarvas	f3313
3702	8600-szasz	f574
3703	8600-szasz	f1189
3704	8600-szasz	f1212
3705	8600-szasz	f2143
3706	8600-szasz	f2162
3707	8600-szasz	f3240
3708	8600-szasz	f3248
3709	8600-szasz	f3249
3710	8600-szasz	f3261
3711	8600-szasz	f3266
3712	8600-szasz	f3268
3713	8600-szasz	f3280
3714	8600-szasz	f3325
3715	8600-szasz	f3332
3716	8600-szasz	f3333
3717	8600-szasz	f3376
3718	8600-szasz	f3377
3719	8600-szasz	f3478
3720	8600-szasz	f3528
3721	8600-szasz	f3667
3722	8600-szasz	f3668
3723	8600-szasz	f3696
3724	8600-szasz	f3805
3725	8600-szasz	f3814
3726	8600-szasz	f3824
3727	8600-szasz	f3853
3728	8600-szasz	f3868
3729	8600-szasz	f3869
3730	8600-szasz	f3897
3731	8600-szasz	f3937
3732	8600-szasz	f4018
3733	8612-szaz	f1189
3734	8612-szaz	f1212
3735	8612-szaz	f2143
3736	8612-szaz	f2162
3737	8612-szaz	f3240
3738	8612-szaz	f3261
3739	8612-szaz	f3266
3740	8612-szaz	f3325
3741	8612-szaz	f3376
3742	8612-szaz	f3377
3743	8612-szaz	f3667
3744	8612-szaz	f3824
3745	8612-szaz	f3853
3746	8612-szaz	f3868
3747	8612-szaz	f3869
3748	8612-szaz	f3897
3749	8612-szaz	f4018
3750	8617-szed	f269
3751	8617-szed	f526
3752	8617-szed	f1029
3753	8617-szed	f2638
3754	8617-szed	f3257
3755	8617-szed	f3354
3756	8617-szed	f3474
3757	8617-szed	f3508
3758	8617-szed	f3514
3759	8617-szed	f3527
3760	8617-szed	f3542
3761	8617-szed	f3598
3762	8617-szed	f3608
3763	8617-szed	f3648
3764	8617-szed	f3654
3765	8617-szed	f3849
3766	8617-szed	f3888
3767	8617-szed	f3889
3768	8617-szed	f3893
3769	8617-szed	f3895
3770	8617-szed	f3973
3771	8618-szeder	f3567
3772	8622-szeg	f3243
3773	8622-szeg	f3247
3774	8622-szeg	f3270
3775	8622-szeg	f3352
3776	8622-szeg	f3523
3777	8622-szeg	f3641
3778	8625-szegeny	f3269
3779	8625-szegeny	f3524
3780	8625-szegeny	f3598
3781	8625-szegeny	f3604
3782	8625-szegeny	f3738
3783	8625-szegeny	f3887
3784	8634-szek	f3243
3785	8634-szek	f3247
3786	8634-szek	f3270
3787	8634-szek	f3352
3788	8634-szek	f3523
3789	8634-szek	f3641
3790	8640-szeker	f3450
3791	8690-szena	f269
3792	8690-szena	f526
3793	8690-szena	f1029
3794	8690-szena	f2638
3795	8690-szena	f3257
3796	8690-szena	f3339
3797	8690-szena	f3354
3798	8690-szena	f3474
3799	8690-szena	f3508
3800	8690-szena	f3514
3801	8690-szena	f3527
3802	8690-szena	f3542
3803	8690-szena	f3598
3804	8690-szena	f3608
3805	8690-szena	f3648
3806	8690-szena	f3654
3807	8690-szena	f3849
3808	8690-szena	f3888
3809	8690-szena	f3889
3810	8690-szena	f3893
3811	8690-szena	f3895
3812	8690-szena	f3973
3813	8699-szentel	f3297
3814	8699-szentel	f3646
3815	8708-szep	f3273
3816	8708-szep	f3355
3817	8708-szep	f3660
3818	8708-szep	f3663
3819	8708-szep	f3780
3820	8717-szer	f464
3821	8717-szer	f522
3822	8717-szer	f997
3823	8717-szer	f1123
3824	8717-szer	f1189
3825	8717-szer	f1212
3826	8717-szer	f2143
3827	8717-szer	f2145
3828	8717-szer	f3236
3829	8717-szer	f3256
3830	8717-szer	f3261
3831	8717-szer	f3266
3832	8717-szer	f3284
3833	8717-szer	f3300
3834	8717-szer	f3312
3835	8717-szer	f3325
3836	8717-szer	f3331
3837	8717-szer	f3383
3838	8717-szer	f3749
3839	8717-szer	f3793
3840	8717-szer	f3824
3841	8717-szer	f3897
3842	8717-szer	f3901
3843	8717-szer	f3910
3844	8717-szer	f3913
3845	8717-szer	f3930
3846	8717-szer	f3932
3847	8717-szer	f3938
3848	8717-szer	f4006
3849	8742-szeru	f3331
3850	8742-szeru	f3901
3851	8763-szij	f1189
3852	8763-szij	f1212
3853	8763-szij	f2143
3854	8763-szij	f2145
3855	8763-szij	f3249
3856	8763-szij	f3261
3857	8763-szij	f3266
3858	8763-szij	f3325
3859	8763-szij	f3642
3860	8763-szij	f3672
3861	8763-szij	f3695
3862	8763-szij	f3793
3863	8763-szij	f3805
3864	8763-szij	f3849
3865	8763-szij	f3853
3866	8763-szij	f3868
3867	8763-szij	f3888
3868	8763-szij	f3897
3869	8763-szij	f3930
3870	8763-szij	f3932
3871	8763-szij	f3938
3872	8763-szij	f3974
3873	8763-szij	f4006
3874	8772-szil	f522
3875	8772-szil	f1123
3876	8772-szil	f1189
3877	8772-szil	f1212
3878	8772-szil	f2143
3879	8772-szil	f2145
3880	8772-szil	f2596
3881	8772-szil	f2635
3882	8772-szil	f2639
3883	8772-szil	f3242
3884	8772-szil	f3243
3885	8772-szil	f3247
3886	8772-szil	f3249
3887	8772-szil	f3261
3888	8772-szil	f3265
3889	8772-szil	f3266
3890	8772-szil	f3284
3891	8772-szil	f3300
3892	8772-szil	f3312
3893	8772-szil	f3325
3894	8772-szil	f3331
3895	8772-szil	f3352
3896	8772-szil	f3641
3897	8772-szil	f3642
3898	8772-szil	f3672
3899	8772-szil	f3695
3900	8772-szil	f3748
3901	8772-szil	f3787
3902	8772-szil	f3793
3903	8772-szil	f3805
3904	8772-szil	f3824
3905	8772-szil	f3849
3906	8772-szil	f3853
3907	8772-szil	f3868
3908	8772-szil	f3874
3909	8772-szil	f3888
3910	8772-szil	f3897
3911	8772-szil	f3901
3912	8772-szil	f3910
3913	8772-szil	f3911
3914	8772-szil	f3913
3915	8772-szil	f3930
3916	8772-szil	f3931
3917	8772-szil	f3932
3918	8772-szil	f3938
3919	8772-szil	f3974
3920	8772-szil	f4006
3921	8772-szil	f4007
3922	8772-szil	f4608
3923	8772-szil	f4609
3924	8772-szil	f4613
3925	8791-szin	f3354
3926	8791-szin	f3514
3927	8791-szin	f3608
3928	8791-szin	f3648
3929	8791-szin	f3654
3930	8791-szin	f3849
3931	8791-szin	f3888
3932	8791-szin	f3973
3933	8792-szin	f3354
3934	8792-szin	f3514
3935	8792-szin	f3608
3936	8792-szin	f3648
3937	8792-szin	f3654
3938	8792-szin	f3849
3939	8792-szin	f3888
3940	8792-szin	f3973
3941	8810-szirt	f3281
3942	8810-szirt	f3332
3943	8810-szirt	f3358
3944	8810-szirt	f3814
3945	8834-szoba	f471
3946	8834-szoba	f997
3947	8834-szoba	f2145
3948	8834-szoba	f3236
3949	8834-szoba	f3256
3950	8834-szoba	f3273
3951	8834-szoba	f3285
3952	8834-szoba	f3355
3953	8834-szoba	f3552
3954	8834-szoba	f3660
3955	8834-szoba	f3793
3956	8834-szoba	f3910
3957	8834-szoba	f3930
3958	8834-szoba	f3932
3959	8834-szoba	f4006
3960	8900-szosz	f1123
3961	8900-szosz	f1185
3962	8900-szosz	f1189
3963	8900-szosz	f1212
3964	8900-szosz	f2143
3965	8900-szosz	f2162
3966	8900-szosz	f3240
3967	8900-szosz	f3249
3968	8900-szosz	f3261
3969	8900-szosz	f3266
3970	8900-szosz	f3268
3971	8900-szosz	f3280
3972	8900-szosz	f3311
3973	8900-szosz	f3312
3974	8900-szosz	f3318
3975	8900-szosz	f3325
3976	8900-szosz	f3376
3977	8900-szosz	f3377
3978	8900-szosz	f3478
3979	8900-szosz	f3528
3980	8900-szosz	f3667
3981	8900-szosz	f3668
3982	8900-szosz	f3805
3983	8900-szosz	f3814
3984	8900-szosz	f3824
3985	8900-szosz	f3853
3986	8900-szosz	f3868
3987	8900-szosz	f3869
3988	8900-szosz	f3897
3989	8900-szosz	f3911
3990	8900-szosz	f3913
3991	8900-szosz	f4018
3992	8910-szu	f2639
3993	8910-szu	f3242
3994	8910-szu	f3243
3995	8910-szu	f3247
3996	8910-szu	f3641
3997	8910-szu	f3642
3998	8910-szu	f3695
3999	8910-szu	f3824
4000	8910-szu	f4007
4001	8939-szugy	f3352
4002	8939-szugy	f3358
4003	8940-szuk	f3352
4004	8940-szuk	f3523
4005	8940-szuk	f3641
4006	8943-szul	f1123
4007	8943-szul	f1189
4008	8943-szul	f1212
4009	8943-szul	f2143
4010	8943-szul	f2145
4011	8943-szul	f2635
4012	8943-szul	f2639
4013	8943-szul	f3242
4014	8943-szul	f3249
4015	8943-szul	f3261
4016	8943-szul	f3265
4017	8943-szul	f3266
4018	8943-szul	f3312
4019	8943-szul	f3325
4020	8943-szul	f3352
4021	8943-szul	f3641
4022	8943-szul	f3642
4023	8943-szul	f3672
4024	8943-szul	f3695
4025	8943-szul	f3787
4026	8943-szul	f3793
4027	8943-szul	f3805
4028	8943-szul	f3849
4029	8943-szul	f3853
4030	8943-szul	f3868
4031	8943-szul	f3888
4032	8943-szul	f3897
4033	8943-szul	f3910
4034	8943-szul	f3911
4035	8943-szul	f3913
4036	8943-szul	f3930
4037	8943-szul	f3931
4038	8943-szul	f3932
4039	8943-szul	f3938
4040	8943-szul	f3974
4041	8943-szul	f4006
4042	8943-szul	f4007
4043	8943-szul	f4609
4044	8943-szul	f4613
4045	8951-szuz	f1123
4046	8951-szuz	f1185
4047	8951-szuz	f1189
4048	8951-szuz	f1212
4049	8951-szuz	f2143
4050	8951-szuz	f2162
4051	8951-szuz	f3261
4052	8951-szuz	f3266
4053	8951-szuz	f3312
4054	8951-szuz	f3325
4055	8951-szuz	f3376
4056	8951-szuz	f3377
4057	8951-szuz	f3667
4058	8951-szuz	f3824
4059	8951-szuz	f3853
4060	8951-szuz	f3868
4061	8951-szuz	f3897
4062	8951-szuz	f3913
4063	8951-szuz	f4018
4064	8960-tabor	f3809
4065	8960-tabor	f3816
4066	8968-tagad	f970
4067	8968-tagad	f3762
4068	9029-tanu	f3654
4069	9059-tarho	f3313
4070	9086-tat	f525
4071	9086-tat	f925
4072	9086-tat	f3064
4073	9086-tat	f3073
4074	9086-tat	f3311
4075	9086-tat	f3332
4076	9086-tat	f3333
4077	9086-tat	f3667
4078	9086-tat	f3668
4079	9086-tat	f3845
4080	9086-tat	f4018
4081	9089-tata	f525
4082	9089-tata	f925
4083	9089-tata	f3064
4084	9089-tata	f3073
4085	9089-tata	f3311
4086	9089-tata	f3332
4087	9089-tata	f3333
4088	9089-tata	f3667
4089	9089-tata	f3668
4090	9089-tata	f3845
4091	9089-tata	f4018
4092	9113-tegla	f3748
4093	9132-tel	f7
4094	9132-tel	f510
4095	9132-tel	f883
4096	9132-tel	f910
4097	9132-tel	f914
4098	9132-tel	f915
4099	9132-tel	f932
4100	9132-tel	f1005
4101	9132-tel	f3078
4102	9132-tel	f3242
4103	9132-tel	f3243
4104	9132-tel	f3249
4105	9132-tel	f3261
4106	9132-tel	f3265
4107	9132-tel	f3266
4108	9132-tel	f3306
4109	9132-tel	f3312
4110	9132-tel	f3325
4111	9132-tel	f3331
4112	9132-tel	f3352
4113	9132-tel	f3748
4114	9132-tel	f3787
4115	9132-tel	f3790
4116	9132-tel	f3793
4117	9132-tel	f3802
4118	9132-tel	f3805
4119	9132-tel	f3824
4120	9132-tel	f3842
4121	9132-tel	f3849
4122	9132-tel	f3853
4123	9132-tel	f3856
4124	9132-tel	f3868
4125	9132-tel	f3910
4126	9132-tel	f3911
4127	9132-tel	f3913
4128	9132-tel	f3930
4129	9132-tel	f3931
4130	9132-tel	f3932
4131	9132-tel	f4006
4132	9132-tel	f4613
4133	9133-tele	f914
4134	9133-tele	f932
4135	9135-telek	f3833
4136	9156-tengely	f3843
4137	9172-ter	f883
4138	9172-ter	f910
4139	9172-ter	f914
4140	9172-ter	f915
4141	9172-ter	f932
4142	9172-ter	f997
4143	9172-ter	f3068
4144	9172-ter	f3236
4145	9172-ter	f3256
4146	9172-ter	f3261
4147	9172-ter	f3266
4148	9172-ter	f3312
4149	9172-ter	f3325
4150	9172-ter	f3331
4151	9172-ter	f3749
4152	9172-ter	f3790
4153	9172-ter	f3793
4154	9172-ter	f3824
4155	9172-ter	f3910
4156	9172-ter	f3913
4157	9172-ter	f3930
4158	9172-ter	f3932
4159	9172-ter	f4006
4160	9183-terem	f3315
4161	9226-teve	f898
4162	9226-teve	f3856
4163	9249-tinta	f3091
4164	9249-tinta	f3369
4165	9249-tinta	f3800
4166	9249-tinta	f3850
4167	9271-tiz	f934
4168	9271-tiz	f3261
4169	9271-tiz	f3266
4170	9271-tiz	f3325
4171	9271-tiz	f3376
4172	9271-tiz	f3377
4173	9271-tiz	f3667
4174	9271-tiz	f3853
4175	9271-tiz	f3868
4176	9271-tiz	f4018
4177	9272-to	f510
4178	9272-to	f3242
4179	9272-to	f3243
4180	9272-to	f3249
4181	9272-to	f3261
4182	9272-to	f3265
4183	9272-to	f3352
4184	9272-to	f3824
4185	9272-to	f3842
4186	9272-to	f3844
4187	9272-to	f3856
4188	9272-to	f3931
4189	9272-to	f4006
4190	9284-tok	f905
4191	9284-tok	f3074
4192	9284-tok	f3243
4193	9284-tok	f3352
4194	9284-tok	f3842
4195	9284-tok	f3844
4196	9286-toka	f905
4197	9286-toka	f3074
4198	9286-toka	f3352
4199	9286-toka	f3844
4200	9295-toll	f910
4201	9295-toll	f914
4202	9295-toll	f915
4203	9295-toll	f932
4204	9295-toll	f3078
4205	9295-toll	f3261
4206	9295-toll	f3266
4207	9295-toll	f3312
4208	9295-toll	f3325
4209	9295-toll	f3748
4210	9295-toll	f3790
4211	9295-toll	f3824
4212	9295-toll	f3849
4213	9295-toll	f3853
4214	9295-toll	f3868
4215	9295-toll	f3913
4216	9319-topor	f3816
4217	9350-tosz	f881
4218	9350-tosz	f890
4219	9350-tosz	f910
4220	9350-tosz	f914
4221	9350-tosz	f915
4222	9350-tosz	f925
4223	9350-tosz	f926
4224	9350-tosz	f934
4225	9350-tosz	f965
4226	9350-tosz	f1014
4227	9350-tosz	f2595
4228	9350-tosz	f2637
4229	9350-tosz	f3249
4230	9350-tosz	f3261
4231	9350-tosz	f3266
4232	9350-tosz	f3311
4233	9350-tosz	f3312
4234	9350-tosz	f3318
4235	9350-tosz	f3325
4236	9350-tosz	f3332
4237	9350-tosz	f3333
4238	9350-tosz	f3376
4239	9350-tosz	f3377
4240	9350-tosz	f3528
4241	9350-tosz	f3667
4242	9350-tosz	f3668
4243	9350-tosz	f3771
4244	9350-tosz	f3773
4245	9350-tosz	f3790
4246	9350-tosz	f3805
4247	9350-tosz	f3814
4248	9350-tosz	f3824
4249	9350-tosz	f3853
4250	9350-tosz	f3868
4251	9350-tosz	f3911
4252	9350-tosz	f3913
4253	9350-tosz	f4018
4254	9360-tova	f898
4255	9360-tova	f1001
4256	9360-tova	f1005
4257	9360-tova	f3856
4258	9364-tok	f3074
4259	9364-tok	f3352
4260	9364-tok	f3842
4261	9371-tole	f914
4262	9395-tor	f883
4263	9395-tor	f910
4264	9395-tor	f914
4265	9395-tor	f915
4266	9395-tor	f997
4267	9395-tor	f3256
4268	9395-tor	f3261
4269	9395-tor	f3266
4270	9395-tor	f3312
4271	9395-tor	f3325
4272	9395-tor	f3790
4273	9395-tor	f3793
4274	9395-tor	f3824
4275	9395-tor	f3910
4276	9395-tor	f3913
4277	9395-tor	f3930
4278	9476-tuba	f997
4279	9476-tuba	f3236
4280	9476-tuba	f3256
4281	9476-tuba	f3910
4282	9476-tuba	f4006
4283	9477-tuba	f997
4284	9477-tuba	f3236
4285	9477-tuba	f3256
4286	9477-tuba	f3910
4287	9477-tuba	f4006
4288	9490-tul	f7
4289	9490-tul	f510
4290	9490-tul	f910
4291	9490-tul	f914
4292	9490-tul	f915
4293	9490-tul	f932
4294	9490-tul	f3078
4295	9490-tul	f3242
4296	9490-tul	f3243
4297	9490-tul	f3249
4298	9490-tul	f3261
4299	9490-tul	f3265
4300	9490-tul	f3266
4301	9490-tul	f3306
4302	9490-tul	f3312
4303	9490-tul	f3325
4304	9490-tul	f3352
4305	9490-tul	f3748
4306	9490-tul	f3787
4307	9490-tul	f3790
4308	9490-tul	f3793
4309	9490-tul	f3805
4310	9490-tul	f3824
4311	9490-tul	f3842
4312	9490-tul	f3844
4313	9490-tul	f3849
4314	9490-tul	f3853
4315	9490-tul	f3856
4316	9490-tul	f3868
4317	9490-tul	f3910
4318	9490-tul	f3911
4319	9490-tul	f3913
4320	9490-tul	f3930
4321	9490-tul	f3932
4322	9490-tul	f4006
4323	9490-tul	f4613
4324	9498-tunya	f3654
4325	9498-tunya	f3849
4326	9525-tusz	f881
4327	9525-tusz	f890
4328	9525-tusz	f910
4329	9525-tusz	f914
4330	9525-tusz	f915
4331	9525-tusz	f925
4332	9525-tusz	f926
4333	9525-tusz	f934
4334	9525-tusz	f965
4335	9525-tusz	f1014
4336	9525-tusz	f2637
4337	9525-tusz	f3249
4338	9525-tusz	f3261
4339	9525-tusz	f3266
4340	9525-tusz	f3311
4341	9525-tusz	f3312
4342	9525-tusz	f3318
4343	9525-tusz	f3325
4344	9525-tusz	f3376
4345	9525-tusz	f3377
4346	9525-tusz	f3528
4347	9525-tusz	f3667
4348	9525-tusz	f3668
4349	9525-tusz	f3771
4350	9525-tusz	f3773
4351	9525-tusz	f3790
4352	9525-tusz	f3805
4353	9525-tusz	f3810
4354	9525-tusz	f3814
4355	9525-tusz	f3824
4356	9525-tusz	f3853
4357	9525-tusz	f3868
4358	9525-tusz	f3911
4359	9525-tusz	f3913
4360	9525-tusz	f4018
4361	9535-tugy	f3352
4362	9535-tugy	f3845
4363	9547-tur	f910
4364	9547-tur	f914
4365	9547-tur	f915
4366	9547-tur	f932
4367	9547-tur	f997
4368	9547-tur	f3236
4369	9547-tur	f3256
4370	9547-tur	f3261
4371	9547-tur	f3266
4372	9547-tur	f3312
4373	9547-tur	f3325
4374	9547-tur	f3790
4375	9547-tur	f3793
4376	9547-tur	f3824
4377	9547-tur	f3910
4378	9547-tur	f3913
4379	9547-tur	f3930
4380	9547-tur	f3932
4381	9547-tur	f4006
4382	9567-ugat	f125
4383	9567-ugat	f217
4384	9574-uj	f108
4385	9574-uj	f124
4386	9574-uj	f126
4387	9574-uj	f214
4388	9574-uj	f221
4389	9574-uj	f240
4390	9574-uj	f242
4391	9574-uj	f274
4392	9574-uj	f430
4393	9574-uj	f543
4394	9574-uj	f546
4395	9574-uj	f547
4396	9574-uj	f555
4397	9574-uj	f556
4398	9574-uj	f565
4399	9574-uj	f566
4400	9574-uj	f567
4401	9574-uj	f2281
4402	9574-uj	f2285
4403	9574-uj	f2434
4404	9574-uj	f3051
4405	9574-uj	f4032
4406	9574-uj	f4119
4407	9574-uj	f4126
4408	9574-uj	f4268
4409	9574-uj	f4280
4410	9574-uj	f4509
4411	9574-uj	f4510
4412	9574-uj	f4588
4413	9574-uj	f4750
4414	9574-uj	f4756
4415	9575-uj	f108
4416	9575-uj	f124
4417	9575-uj	f126
4418	9575-uj	f214
4419	9575-uj	f221
4420	9575-uj	f240
4421	9575-uj	f242
4422	9575-uj	f274
4423	9575-uj	f430
4424	9575-uj	f543
4425	9575-uj	f546
4426	9575-uj	f547
4427	9575-uj	f555
4428	9575-uj	f556
4429	9575-uj	f565
4430	9575-uj	f566
4431	9575-uj	f567
4432	9575-uj	f2281
4433	9575-uj	f2285
4434	9575-uj	f2434
4435	9575-uj	f3051
4436	9575-uj	f4032
4437	9575-uj	f4119
4438	9575-uj	f4126
4439	9575-uj	f4268
4440	9575-uj	f4280
4441	9575-uj	f4509
4442	9575-uj	f4510
4443	9575-uj	f4588
4444	9575-uj	f4750
4445	9575-uj	f4756
4446	9587-un	f274
4447	9587-un	f275
4448	9587-un	f276
4449	9587-un	f411
4450	9587-un	f475
4451	9587-un	f546
4452	9587-un	f547
4453	9587-un	f2281
4454	9587-un	f2702
4455	9587-un	f4126
4456	9587-un	f4128
4457	9587-un	f4268
4458	9587-un	f4425
4459	9587-un	f4533
4460	9587-un	f4597
4461	9594-unoka	f317
4462	9596-ur	f124
4463	9596-ur	f221
4464	9596-ur	f242
4465	9596-ur	f274
4466	9596-ur	f430
4467	9596-ur	f546
4468	9596-ur	f547
4469	9596-ur	f555
4470	9596-ur	f556
4471	9596-ur	f2285
4472	9596-ur	f2432
4473	9596-ur	f2451
4474	9596-ur	f3051
4475	9596-ur	f4032
4476	9596-ur	f4126
4477	9596-ur	f4268
4478	9596-ur	f4280
4479	9596-ur	f4509
4480	9596-ur	f4510
4481	9602-uszik	f4354
4482	9606-ut	f7
4483	9606-ut	f10
4484	9606-ut	f125
4485	9606-ut	f274
4486	9606-ut	f475
4487	9606-ut	f510
4488	9606-ut	f546
4489	9606-ut	f547
4490	9606-ut	f555
4491	9606-ut	f556
4492	9606-ut	f2289
4493	9606-ut	f2450
4494	9606-ut	f2458
4495	9606-ut	f2459
4496	9606-ut	f4041
4497	9606-ut	f4126
4498	9606-ut	f4280
4499	9606-ut	f4425
4500	9606-ut	f4426
4501	9606-ut	f4605
4502	9606-ut	f4606
4503	9606-ut	f4607
4504	9606-ut	f4613
4505	9606-ut	f4671
4506	9608-utal	f7
4507	9608-utal	f510
4508	9608-utal	f2450
4509	9608-utal	f4426
4510	9608-utal	f4613
4511	9609-utan	f2726
4512	9609-utan	f4427
4513	9609-utan	f4612
4514	9609-utan	f4614
4515	9609-utan	f4717
4516	9609-utan	f4736
4517	9633-ugy	f214
4518	9633-ugy	f542
4519	9633-ugy	f543
4520	9633-ugy	f2345
4521	9633-ugy	f2346
4522	9633-ugy	f2455
4523	9633-ugy	f2628
4524	9633-ugy	f2713
4525	9639-ul	f100
4526	9639-ul	f108
4527	9639-ul	f176
4528	9639-ul	f197
4529	9639-ul	f209
4530	9639-ul	f214
4531	9639-ul	f240
4532	9639-ul	f242
4533	9639-ul	f248
4534	9639-ul	f274
4535	9639-ul	f535
4536	9639-ul	f542
4537	9639-ul	f543
4538	9639-ul	f546
4539	9639-ul	f547
4540	9639-ul	f555
4541	9639-ul	f556
4542	9639-ul	f565
4543	9639-ul	f566
4544	9639-ul	f567
4545	9639-ul	f571
4546	9639-ul	f1023
4547	9639-ul	f1025
4548	9639-ul	f1039
4549	9639-ul	f2345
4550	9639-ul	f2346
4551	9639-ul	f2347
4552	9639-ul	f2368
4553	9639-ul	f2409
4554	9639-ul	f2430
4555	9639-ul	f2434
4556	9639-ul	f2443
4557	9639-ul	f2444
4558	9639-ul	f2455
4559	9639-ul	f2612
4560	9639-ul	f2676
4561	9639-ul	f2700
4562	9639-ul	f3051
4563	9639-ul	f4032
4564	9639-ul	f4119
4565	9639-ul	f4126
4566	9639-ul	f4268
4567	9639-ul	f4280
4568	9639-ul	f4462
4569	9639-ul	f4477
4570	9639-ul	f4588
4571	9639-ul	f4644
4572	9639-ul	f4648
4573	9639-ul	f4651
4574	9639-ul	f4750
4575	9639-ul	f4756
4576	9648-uru	f2677
4577	9668-uzen	f1029
4578	9668-uzen	f2413
4579	9668-uzen	f2460
4580	9668-uzen	f2567
4581	9668-uzen	f2574
4582	9668-uzen	f2579
4583	9668-uzen	f2638
4584	9668-uzen	f2664
4585	9668-uzen	f3055
4586	9668-uzen	f4585
4587	9668-uzen	f4610
4588	9668-uzen	f4611
4589	9668-uzen	f4631
4590	9668-uzen	f4672
4591	9668-uzen	f4673
4592	9668-uzen	f4674
4593	9668-uzen	f4705
4594	9668-uzen	f4715
4595	9693-vaj	f657
4596	9693-vaj	f683
4597	9693-vaj	f1048
4598	9693-vaj	f1067
4599	9693-vaj	f1122
4600	9693-vaj	f1123
4601	9693-vaj	f1189
4602	9693-vaj	f1250
4603	9693-vaj	f4462
4604	9693-vaj	f4477
4605	9693-vaj	f4509
4606	9693-vaj	f4510
4607	9693-vaj	f4549
4608	9693-vaj	f4588
4609	9693-vaj	f4750
4610	9693-vaj	f4756
4611	9694-vaj	f683
4612	9694-vaj	f689
4613	9694-vaj	f709
4614	9694-vaj	f1048
4615	9694-vaj	f1067
4616	9694-vaj	f1189
4617	9694-vaj	f1212
4618	9694-vaj	f1250
4619	9694-vaj	f4462
4620	9694-vaj	f4477
4621	9694-vaj	f4509
4622	9694-vaj	f4510
4623	9694-vaj	f4549
4624	9694-vaj	f4588
4625	9694-vaj	f4644
4626	9694-vaj	f4648
4627	9694-vaj	f4651
4628	9694-vaj	f4750
4629	9694-vaj	f4756
4630	9702-vak	f4439
4631	9702-vak	f4441
4632	9717-vall	f657
4633	9717-vall	f683
4634	9717-vall	f1067
4635	9717-vall	f1123
4636	9717-vall	f1189
4637	9717-vall	f1250
4638	9717-vall	f4462
4639	9717-vall	f4477
4640	9717-vall	f4509
4641	9717-vall	f4510
4642	9717-vall	f4549
4643	9717-vall	f4750
4644	9717-vall	f4756
4645	9721-valo	f4462
4646	9721-valo	f4509
4647	9721-valo	f4510
4648	9721-valo	f4750
4649	9721-valo	f4756
4650	9725-valt	f636
4651	9725-valt	f686
4652	9725-valt	f1192
4653	9725-valt	f1214
4654	9725-valt	f4511
4655	9725-valt	f4543
4656	9725-valt	f4546
4657	9744-vapa	f4586
4658	9744-vapa	f4669
4659	9747-var	f578
4660	9747-var	f584
4661	9747-var	f585
4662	9747-var	f683
4663	9747-var	f689
4664	9747-var	f1067
4665	9747-var	f1189
4666	9747-var	f1212
4667	9747-var	f4450
4668	9747-var	f4462
4669	9747-var	f4477
4670	9747-var	f4509
4671	9747-var	f4510
4672	9747-var	f4549
4673	9747-var	f4644
4674	9753-varga	f4572
4675	9753-varga	f4573
4676	9759-varos	f826
4677	9759-varos	f836
4678	9790-veg	f4439
4679	9790-veg	f4441
4680	9790-veg	f4643
4681	9803-vekony	f832
4682	9803-vekony	f4505
4683	9803-vekony	f4506
4684	9803-vekony	f4723
4685	9803-vekony	f4741
4686	9807-velesz	f633
4687	9807-velesz	f803
4688	9807-velesz	f4525
4689	9807-velesz	f4551
4690	9824-ver	f578
4691	9824-ver	f584
4692	9824-ver	f585
4693	9824-ver	f657
4694	9824-ver	f683
4695	9824-ver	f689
4696	9824-ver	f1067
4697	9824-ver	f1123
4698	9824-ver	f1189
4699	9824-ver	f1212
4700	9824-ver	f4450
4701	9824-ver	f4462
4702	9824-ver	f4477
4703	9824-ver	f4509
4704	9824-ver	f4510
4705	9824-ver	f4549
4706	9824-ver	f4644
4707	9850-vesz	f564
4708	9850-vesz	f579
4709	9850-vesz	f644
4710	9850-vesz	f645
4711	9850-vesz	f652
4712	9850-vesz	f654
4713	9850-vesz	f657
