ID	ID_rc	ID_ad
4714	9850-vesz	f671
4715	9850-vesz	f683
4716	9850-vesz	f697
4717	9850-vesz	f765
4718	9850-vesz	f1048
4719	9850-vesz	f1067
4720	9850-vesz	f1123
4721	9850-vesz	f1185
4722	9850-vesz	f1189
4723	9850-vesz	f1212
4724	9850-vesz	f2879
4725	9850-vesz	f4434
4726	9850-vesz	f4436
4727	9850-vesz	f4453
4728	9850-vesz	f4477
4729	9850-vesz	f4500
4730	9850-vesz	f4583
4731	9850-vesz	f4584
4732	9850-vesz	f4587
4733	9850-vesz	f4605
4734	9850-vesz	f4606
4735	9850-vesz	f4607
4736	9850-vesz	f4608
4737	9850-vesz	f4609
4738	9850-vesz	f4613
4739	9850-vesz	f4628
4740	9850-vesz	f4629
4741	9850-vesz	f4630
4742	9850-vesz	f4640
4743	9850-vesz	f4641
4744	9850-vesz	f4670
4745	9850-vesz	f4671
4746	9850-vesz	f4677
4747	9850-vesz	f4678
4748	9850-vesz	f4679
4749	9850-vesz	f4680
4750	9850-vesz	f4681
4751	9850-vesz	f4688
4752	9850-vesz	f4694
4753	9863-vet	f644
4754	9863-vet	f654
4755	9863-vet	f1055
4756	9863-vet	f1185
4757	9863-vet	f2879
4758	9863-vet	f3073
4759	9863-vet	f4460
4760	9863-vet	f4499
4761	9863-vet	f4511
4762	9863-vet	f4564
4763	9863-vet	f4605
4764	9863-vet	f4606
4765	9863-vet	f4607
4766	9863-vet	f4613
4767	9863-vet	f4669
4768	9863-vet	f4670
4769	9863-vet	f4671
4770	9863-vet	f4688
4771	9863-vet	f4689
4772	9863-vet	f4694
4773	9970-viza	f564
4774	9970-viza	f579
4775	9970-viza	f644
4776	9970-viza	f645
4777	9970-viza	f657
4778	9970-viza	f683
4779	9970-viza	f697
4780	9970-viza	f765
4781	9970-viza	f1067
4782	9970-viza	f1123
4783	9970-viza	f1185
4784	9970-viza	f1189
4785	9970-viza	f1212
4786	9970-viza	f2879
4787	9970-viza	f4434
4788	9970-viza	f4436
4789	9970-viza	f4453
4790	9970-viza	f4477
4791	9970-viza	f4500
4792	9970-viza	f4583
4793	9970-viza	f4584
4794	9970-viza	f4587
4795	9970-viza	f4605
4796	9970-viza	f4606
4797	9970-viza	f4607
4798	9970-viza	f4608
4799	9970-viza	f4609
4800	9970-viza	f4613
4801	9970-viza	f4628
4802	9970-viza	f4629
4803	9970-viza	f4630
4804	9970-viza	f4640
4805	9970-viza	f4641
4806	9970-viza	f4670
4807	9970-viza	f4671
4808	9970-viza	f4677
4809	9970-viza	f4678
4810	9970-viza	f4679
4811	9970-viza	f4680
4812	9970-viza	f4681
4813	9970-viza	f4688
4814	9970-viza	f4694
4815	9996-vodor	f1249
4816	10001-voros	f826
4817	10001-voros	f836
4818	10009-zabal	f471
4819	10009-zabal	f3273
4820	10009-zabal	f3285
4821	10009-zabal	f3546
4822	10009-zabal	f3547
4823	10009-zabal	f3552
4824	10009-zabal	f3660
4825	10038-zatony	f3282
4826	10038-zatony	f3303
4827	10038-zatony	f3378
4828	10038-zatony	f3439
4829	10038-zatony	f3476
4830	10038-zatony	f3493
4831	10038-zatony	f3496
4832	10038-zatony	f3661
4833	10038-zatony	f3662
4834	10038-zatony	f3705
4835	10038-zatony	f3739
4836	10038-zatony	f3904
4837	10038-zatony	f3905
4838	10064-zomak	f3490
4839	10090-zuz	f1123
4840	10090-zuz	f1185
4841	10090-zuz	f1189
4842	10090-zuz	f1212
4843	10090-zuz	f2143
4844	10090-zuz	f2162
4845	10090-zuz	f3240
4846	10090-zuz	f3261
4847	10090-zuz	f3266
4848	10090-zuz	f3312
4849	10090-zuz	f3325
4850	10090-zuz	f3376
4851	10090-zuz	f3377
4852	10090-zuz	f3667
4853	10090-zuz	f3790
4854	10090-zuz	f3824
4855	10090-zuz	f3853
4856	10090-zuz	f3868
4857	10090-zuz	f3869
4858	10090-zuz	f3897
4859	10090-zuz	f3913
4860	10090-zuz	f4018
