ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Meaning,Sense_ID,Entry_ID
Gothic-796-sichfurchten-1,382,Gothic,796-sichfurchten,faurhtjan,faurhtjan,ɸ ɔ r h t j a n,,557564,,,^ faurhtjan $,default,sich fürchten,sichfurchten-1,789-faurhtjan
Gothic-320-zaun-1,387,Gothic,320-zaun,faþa,faþa,ɸ a θ a,,557564,,,^ faþa $,default,Zaun,Zaun-1,772-faa
Gothic-397-fieber-1,388,Gothic,397-fieber,brinno,brinno,b r ɪ nː o,,557564,,,^ brinno $,default,Fieber,Fieber-1,568-brinno
Gothic-397-fieber-2,389,Gothic,397-fieber,heito,heito,h i t o,,557564,,,^ heito $,default,Fieber,Fieber-2,1350-heito
Gothic-871-fullen-1,391,Gothic,871-fullen,fula,fula,ɸ u l a,,557564,,,^ fula $,default,Füllen,Fullen-1,915-fula
Gothic-871-fullen-2,392,Gothic,871-fullen,fulljan,fulljan,ɸ u lː j a n,,557564,,,^ fulljan $,default,füllen,fullen-1,925-fulljan
Gothic-786-finden-1,393,Gothic,786-finden,bi-gitan,bigitan,b ɪ ɣ ɪ t a n,,557564,,,^ bigitan $,default,finden,finden-1,1175-bigitan
Gothic-30-finger-1,395,Gothic,30-finger,figgrs,figgrs,ɸ ɪ ŋ ɡ r̥ s,,557564,,,^ figgrs $,default,Finger,Finger-1,808-figgrs
Gothic-70-feuer-1,400,Gothic,70-feuer,fon,fon,ɸ o n,,557564,,,^ fon $,default,Feuer,Feuer-1,849-fon
Gothic-70-feuer-2,401,Gothic,70-feuer,"funins, funin",funins,ɸ u n ɪ n s,,557564,,,^ funins $,default,Feuer,Feuer-2,935-funinsfunin
Gothic-160-fisch-1,403,Gothic,160-fisch,fisks,fisks,ɸ ɪ s k s,,557564,,,^ fisks $,default,Fisch,Fisch-1,838-fisks
Gothic-950-fischen-1,404,Gothic,950-fischen,fiskon,fiskon,ɸ ɪ s k o n,,557564,,,^ fiskon $,default,fischen,fischen-1,837-fiskon
Gothic-657-funf-1,405,Gothic,657-funf,fimf,fimf,ɸ ɪ m ɸ,,557564,,,^ fimf $,default,fünf,funf-1,832-fimf
Gothic-492-flach-1,406,Gothic,492-flach,ibns,ibns,ɪ β n̥ s,,557564,,,^ ibns $,default,eben;  flach,flach-1,1551-ibns
Gothic-133-herde-1,408,Gothic,133-herde,hairda,hairda,h ɛ r d a,,557564,,,^ hairda $,default,Herde,Herde-1,1263-hairda
Gothic-133-herde-2,410,Gothic,133-herde,wriþus,wriþus,w r ɪ θ u s,,557564,,,^ wriþus $,default,Herde,Herde-3,3619-wrius
Gothic-109-blume-1,413,Gothic,109-blume,bloma*,bloma,b l o m a,,557564,,,^ bloma $,default,Blume,Blume-1,544-bloma
Gothic-87-schaum-1,416,Gothic,87-schaum,ƕaþo,ƕaþo,ʍ a θ o,,557564,,,^ ƕaþo $,default,Schaum,Schaum-1,1506-ao
Gothic-348-nahrung-1,418,Gothic,348-nahrung,fodeins,fodeins,ɸ o ð i n s,,557564,,,^ fodeins $,default,Nahrung,Nahrung-1,846-fodeins
Gothic-348-nahrung-2,419,Gothic,348-nahrung,usfodeins,usfodeins,u s ɸ o ð i n s,,557564,,,^ usfodeins $,default,Nahrung,Nahrung-2,3329-usfodeins
Gothic-34-fu-1,420,Gothic,34-fu,fotus,fotus,ɸ o t u s,,557564,,,^ fotus $,default,Fuß,Fu-1,852-fotus
Gothic-182-spur-1,421,Gothic,182-spur,laists,laists,l ɛ s t s,,557564,,,^ laists $,default,Spur,Spur-1,1790-laists
Gothic-572-fremd-1,424,Gothic,572-fremd,framaþeis*,framaþeis,ɸ r a m a θ i s,,557564,,,^ framaþeis $,default,fremd;  einer Sache,fremd-1,867-framaeis
Gothic-1002-vergessen-1,426,Gothic,1002-vergessen,ufar-miton,ufarmiton,u ɸ a r m ɪ t o n,,557564,,,^ ufarmiton $,default,vergessen,vergessen-1,2107-ufarmiton
Gothic-1002-vergessen-2,427,Gothic,1002-vergessen,ufar-munnon,ufarmunnon,u ɸ a r m u nː o n,,557564,,,^ ufarmunnon $,default,vergessen,vergessen-2,2134-ufarmunnon
Gothic-656-vier-1,432,Gothic,656-vier,fidwor,fidwor,ɸ ɪ ð w o r,,557564,,,^ fidwor $,default,vier,vier-1,805-fidwor
Gothic-144-fuchs-1,433,Gothic,144-fuchs,fauho,fauho,ɸ ɔ h o,,557564,,,^ fauho $,default,Fuchs,Fuchs-1,773-fauho
Gothic-251-freund-1,437,Gothic,251-freund,frijonds,frijonds,ɸ r ɪ j o n d s,,557564,,,^ frijonds $,default,Freund,Freund-1,898-frijonds
Gothic-79-frost-1,440,Gothic,79-frost,friusa,friusa,ɸ r ɪ u s a,,557564,,,^ friusa $,default,Frost,Frost-1,905-friusa
Gothic-319-tor-1,446,Gothic,319-tor,daur,daur,d ɔ r,,557564,,,^ daur $,default,Tor,Tor-1,619-daur
Gothic-319-tor-2,447,Gothic,319-tor,daurons,daurons,d ɔ r o n s,,557564,,,^ daurons $,default,Tor;  Tür,Tor-2,624-daurons
Gothic-947-sammeln-1,448,Gothic,947-sammeln,huhjan,huhjan,h u h j a n,,557564,,,^ huhjan $,default,häufen;  sammeln,sammeln-1,1458-huhjan
Gothic-947-sammeln-2,449,Gothic,947-sammeln,lisan,lisan,l ɪ s a n,,557564,,,^ lisan $,default,sammeln; lesen,sammeln-2,1883-lisan
Gothic-886-erhalten-1,452,Gothic,886-erhalten,niman,niman,n ɪ m a n,,557564,,,^ niman $,default,fangen; nehmen;  annehmen;  aufnehmen;  empfangen,empfangen-1,2206-niman
Gothic-886-erhalten-2,454,Gothic,886-erhalten,ga-staldan,gastaldan,ɡ a s t a l d a n,,557564,,,^ gastaldan $,default,erwerben;  bekommen,bekommen-1,2744-gastaldan
Gothic-247-geschenk-1,456,Gothic,247-geschenk,giba,giba,ɡ ɪ β a,,557564,,,^ giba $,default,Gabe;  Geschenk,Geschenk-1,1159-giba
Gothic-247-geschenk-2,457,Gothic,247-geschenk,maiþms,maiþms,m ɛ θ m̥ s,,557564,,,^ maiþms $,default,Geschenk,Geschenk-2,1972-maims
Gothic-197-madchen-1,458,Gothic,197-madchen,mawi,mawi,m a w ɪ,,557564,,,^ mawi $,default,Mädchen,Madchen-1,2047-mawi
Gothic-197-madchen-2,459,Gothic,197-madchen,mawilo,mawilo,m a w ɪ l o,,557564,,,^ mawilo $,default,Mädchen,Madchen-2,2048-mawilo
Gothic-898-geben-1,460,Gothic,898-geben,giban,giban,ɡ ɪ β a n,,557564,,,^ giban $,default,geben,geben-1,1160-giban
Gothic-186-gold-1,464,Gothic,186-gold,gulþ,gulþ,ɡ u l θ,,557564,,,^ gulþ $,default,Gold,Gold-1,1218-gul
Gothic-558-gut-1,465,Gothic,558-gut,goþs,goþs,ɡ o θ s,,557564,,,^ goþs $,default,gut,gut-1,1186-gos
Gothic-558-gut-2,468,Gothic,558-gut,wáila,waila,w ɛ l a,,557564,,,^ waila $,default,wohl;  gut,gut-4,3392-waila
Gothic-176-korn-1,471,Gothic,176-korn,kaurn,kaurn,k ɔ r n̥,,557564,,,^ kaurn $,default,Getreide,Getreide-1,1702-kaurn
Gothic-176-korn-2,472,Gothic,176-korn,kaurno,kaurno,k ɔ r n o,,557564,,,^ kaurno $,default,Korn,Korn-1,1703-kaurno
Gothic-200-gromutter-1,474,Gothic,200-gromutter,awo,awo,a w o,,557564,,,^ awo $,default,Großmutter,Gromutter-1,392-awo
Gothic-110-gras-1,475,Gothic,110-gras,gras,gras,ɡ r a s,,557564,,,^ gras $,default,Gras;  Kraut,Gras-1,1195-gras
Gothic-413-grab-1,477,Gothic,413-grab,hlaiw,hlaiw,h l ɛ w,,557564,,,^ hlaiw $,default,Grab,Grab-1,1386-hlaiw
Gothic-215-kummer-1,480,Gothic,215-kummer,kara,kara,k a r a,,557564,,,^ kara $,default,Sorge,Sorge-1,1679-kara
Gothic-215-kummer-2,481,Gothic,215-kummer,saurga,saurga,s ɔ r ɡ a,,557564,,,^ saurga $,default,Sorge;  Kummer,Sorge-2,2514-saurga
Gothic-716-wachsen-1,485,Gothic,716-wachsen,alan,alan,a l a n,,557564,,,^ alan $,default,wachsen,wachsen-1,184-alan
Gothic-716-wachsen-2,487,Gothic,716-wachsen,wahsjan,wahsjan,w a h s j a n,,557564,,,^ wahsjan $,default,wachsen,wachsen-3,3378-wahsjan
Gothic-927-bewachen-1,488,Gothic,927-bewachen,fastan,fastan,ɸ a s t a n,,557564,,,^ fastan $,default,halten;  festhalten;  beobachten;  bewachen,bewachen-1,769-fastan
Gothic-927-bewachen-2,489,Gothic,927-bewachen,wahtwom,wahtwom,w a h t w o m,,557564,,,^ wahtwom $,default,Wache,Wache-1,3382-wahtwom
Gothic-11-haar-1,492,Gothic,11-haar,tagl,tagl,t a ɣ l̥,,557564,,,^ tagl $,default,Haar,Haar-1,2881-tagl
Gothic-258-halfte-1,493,Gothic,258-halfte,halba,halba,h a l b a,,557564,,,^ halba $,default,Seite; Hälfte,Halfte-1,1284-halba
Gothic-28-hand-1,495,Gothic,28-hand,handus,handus,h a n d u s,,557564,,,^ handus $,default,Hand,Hand-1,1304-handus
Gothic-680-hangen-1,497,Gothic,680-hangen,hāhan,hahan,h a h a n,,557564,,,^ hahan $,default,hängen; hangen;  in der Schwebe lassen,hangen-1,1245-hahan
Gothic-494-hart-1,501,Gothic,494-hart,hardus,hardus,h a r d u s,,557564,,,^ hardus $,default,hart;  streng,hart-1,1309-hardus
Gothic-622-kaum-1,502,Gothic,622-kaum,halisaiw,halisaiw,h a l ɪ s ɛ w,,557564,,,^ halisaiw $,default,kaum je;  kaum,kaum-1,1288-halisaiw
Gothic-177-heu-1,504,Gothic,177-heu,hawi,hawi,h a w ɪ,,557564,,,^ hawi $,default,Heu,Heu-1,1347-hawi
Gothic-642-er-1,505,Gothic,642-er,"is M, si F, ita N",is_M,ɪ s m,,557564,,,^ is_M $,default,er;  der,er-1,1597-ismsifitan
Gothic-393-gesundheit-1,507,Gothic,393-gesundheit,hails,hails,h ɛ l s,,557564,,,^ hails $,default,heil;  gesund,gesund-1,1259-hails
Gothic-393-gesundheit-2,508,Gothic,393-gesundheit,swinþs,swinþs,s w ɪ n θ s,,557564,,,^ swinþs $,default,stark;  gesund;  kräftig,gesund-2,2869-swins
Gothic-803-horen-1,510,Gothic,803-horen,hausjan,hausjan,h ɔ s j a n,,557564,,,^ hausjan $,default,hören,horen-1,1342-hausjan
Gothic-803-horen-2,511,Gothic,803-horen,hausjon,hausjon,h ɔ s j o n,,557564,,,^ hausjon $,default,hören,horen-2,1346-hausjon
Gothic-46-herz-1,512,Gothic,46-herz,hairto,hairto,h ɛ r t o,,557564,,,^ hairto $,default,Herz,Herz-1,1267-hairto
Gothic-46-herz-2,513,Gothic,46-herz,hairþra,hairþra,h ɛ r θ r a,,557564,,,^ hairþra $,default,Herz; Eingeweide,Herz-2,1268-hairra
Gothic-500-schwer-1,515,Gothic,500-schwer,kaurjos,kaurjos,k ɔ r j o s,,557564,,,^ kaurjos $,default,schwer;  lästig,schwer-1,1701-kaurjos
Gothic-35-ferse-1,516,Gothic,35-ferse,fairzna,fairzna,ɸ ɛ r z n a,,557564,,,^ fairzna $,default,Ferse,Ferse-1,755-fairzna
Gothic-282-hohe-1,517,Gothic,282-hohe,hauhei,hauhei,h ɔ h i,,557564,,,^ hauhei $,default,Höhe,Hohe-1,1316-hauhei
Gothic-282-hohe-2,518,Gothic,282-hohe,hauhiþa,hauhiþa,h ɔ h ɪ θ a,,557564,,,^ hauhiþa $,default,Höhe,Hohe-2,1321-hauhia
Gothic-952-huten-1,520,Gothic,952-huten,haldan,haldan,h a l d a n,,557564,,,^ haldan $,default,hüten;  weiden,huten-1,1286-haldan
Gothic-606-hier-1,523,Gothic,606-hier,her,her,h e r,,557564,,,^ her $,default,hier;  her,hier-1,1356-her
Gothic-941-verbergen-1,524,Gothic,941-verbergen,filhan,filhan,ɸ ɪ l h a n,,557564,,,^ filhan $,default,verbergen,verbergen-1,815-filhan
Gothic-617-oben-1,526,Gothic,617-oben,háuhs,hauhs,h ɔ h s,,557564,,,^ hauhs $,default,hoch,hoch-1,1326-hauhs
Gothic-617-oben-2,527,Gothic,617-oben,iupa,iupa,ɪ u p a,,557564,,,^ iupa $,default,oben,oben-1,1615-iupa
Gothic-94-hugel-1,528,Gothic,94-hugel,hlaine,hlaine,h l ɛ n e,,557564,,,^ hlaine $,default,Hügel,Hugel-1,1385-hlaine
Gothic-607-hierhin-1,530,Gothic,607-hierhin,Her,Her,h e r,,557564,,,^ Her $,default,Her,Her-1,1355-her
Gothic-607-hierhin-2,531,Gothic,607-hierhin,her,her,h e r,,557564,,,^ her $,default,hier;  her,her-1,1356-her
Gothic-849-halten-1,533,Gothic,849-halten,fastan,fastan,ɸ a s t a n,,557564,,,^ fastan $,default,halten;  festhalten;  beobachten;  bewachen,halten-1,769-fastan
Gothic-277-loch-1,535,Gothic,277-loch,þairko,þairko,θ ɛ r k o,,557564,,,^ þairko $,default,Loch;  Nadelöhr,Loch-1,3006-airko
Gothic-360-honig-1,537,Gothic,360-honig,miliþ,miliþ,m ɪ l ɪ θ,,557564,,,^ miliþ $,default,Honig,Honig-1,2089-mili
Gothic-307-haus-1,543,Gothic,307-haus,hrot,hrot,h r o t,,557564,,,^ hrot $,default,Haus; Dach,Haus-2,1444-hrot
Gothic-307-haus-2,544,Gothic,307-haus,razn,razn,r a z n̥,,557564,,,^ razn $,default,Haus,Haus-3,2359-razn
Gothic-650-wie-1,545,Gothic,650-wie,ƕaiwa,ƕaiwa,ʍ ɛ w a,,557564,,,^ ƕaiwa $,default,wie,wie-1,1488-aiwa
Gothic-650-wie-2,547,Gothic,650-wie,swe,swe,s w e,,557564,,,^ swe $,default,wie,wie-3,2838-swe
Gothic-673-hundert-1,550,Gothic,673-hundert,taihuntehund,taihuntehund,t ɛ h u n t e h u n d,,557564,,,^ taihuntehund $,default,Hundert,Hundert-1,2891-taihuntehund
Gothic-50-hunger-1,551,Gothic,50-hunger,gredus,gredus,ɡ r e ð u s,,557564,,,^ gredus $,default,Hunger,Hunger-1,1198-gredus
Gothic-50-hunger-2,552,Gothic,50-hunger,huhrus,huhrus,h u h r u s,,557564,,,^ huhrus $,default,Hunger;  Hungersnot,Hunger-2,1459-huhrus
Gothic-210-ehemann-1,555,Gothic,210-ehemann,aba,aba,a β a,,557564,,,^ aba $,default,Ehemann,Ehemann-1,2-aba
Gothic-640-ich-1,556,Gothic,640-ich,ik,ik,ɪ k,,557564,,,^ ik $,default,ich,ich-1,1564-ik
Gothic-640-ich-2,557,Gothic,640-ich,ikei,ikei,ɪ k i,,557564,,,^ ikei $,default,der ich,derich-1,1565-ikei
Gothic-584-aufeinmal-1,561,Gothic,584-aufeinmal,sunsaiw,sunsaiw,s u n s ɛ w,,557564,,,^ sunsaiw $,default,sogleich,sogleich-1,2807-sunsaiw
Gothic-838-verbessern-1,562,Gothic,838-verbessern,ga-botjan,gabotjan,ɡ a β o t j a n,,557564,,,^ gabotjan $,default,verbessern;  herstellen,verbessern-1,554-gabotjan
Gothic-630-vor-1,563,Gothic,630-vor,faura,faura,ɸ ɔ r a,,557564,,,^ faura $,default,vor,vor-1,775-faura
Gothic-629-vergebens-1,564,Gothic,629-vergebens,sware,sware,s w a r e,,557564,,,^ sware $,default,umsonst; ohne Grund;  vergebens,vergebens-1,2831-sware
Gothic-714-zunehmen-1,565,Gothic,714-zunehmen,ga-aukan,gaaukan,ɡ a ɔ k a n,,557564,,,^ gaaukan $,default,sich vermehren;  zunehmen,zunehmen-1,373-gaaukan
Gothic-714-zunehmen-2,566,Gothic,714-zunehmen,bi-auknan,biauknan,b ɪ ɔ k n a n,,557564,,,^ biauknan $,default,sich vermehren;  zunehmen,zunehmen-2,375-biauknan
Gothic-916-einladen-1,568,Gothic,916-einladen,ga-laþon,galaþon,ɡ a l a θ o n,,557564,,,^ galaþon $,default,zusammenberufen;  einladen,einladen-1,1805-galaon
Gothic-185-eisen-1,569,Gothic,185-eisen,eisarn,eisarn,i s a r n̥,,557564,,,^ eisarn $,default,Eisen,Eisen-1,713-eisarn
Gothic-958-gieen-1,570,Gothic,958-gieen,giutan,giutan,ɡ ɪ u t a n,,557564,,,^ giutan $,default,gießen,gieen-1,1176-giutan
Gothic-212-freude-1,577,Gothic,212-freude,ansts,ansts,a n s t s,,557564,,,^ ansts $,default,Dank; Freude;  Gnade;  Gunst,Freude-1,287-ansts
Gothic-764-springen-1,579,Gothic,764-springen,laikan,laikan,l ɛ k a n,,557564,,,^ laikan $,default,hüpfen;  springen,hupfen-1,1776-laikan
Gothic-764-springen-2,580,Gothic,764-springen,laikan,laikan,l ɛ k a n,,557564,,,^ laikan $,default,hüpfen;  springen,springen-1,1776-laikan
Gothic-876-aufbewahren-1,582,Gothic,876-aufbewahren,ga-fastan,gafastan,ɡ a ɸ a s t a n,,557564,,,^ gafastan $,default,bewahren; behalten,behalten-1,770-gafastan
Gothic-346-kessel-1,583,Gothic,346-kessel,katile,katile,k a t ɪ l e,,557564,,,^ katile $,default,Kessel,Kessel-1,1687-katile
Gothic-935-treten-1,584,Gothic,935-treten,trudan,trudan,t r u ð a n,,557564,,,^ trudan $,default,treten,treten-1,2971-trudan
Gothic-944-toten-1,585,Gothic,944-toten,dauþjan,dauþjan,d ɔ θ j a n,,557564,,,^ dauþjan $,default,töten,toten-1,627-daujan
Gothic-944-toten-2,588,Gothic,944-toten,us-qiman,usqiman,u s kʷ ɪ m a n,,557564,,,^ usqiman $,default,umbringen;  den Tod geben,umbringen-1,2297-usqiman
Gothic-432-konig-1,592,Gothic,432-konig,þiudans,þiudans,θ ɪ u ð a n s,,557564,,,^ þiudans $,default,König,Konig-1,3072-iudans
Gothic-36-knie-1,594,Gothic,36-knie,kniu*,kniu,k n ɪ u,,557564,,,^ kniu $,default,Knie,Knie-1,1724-kniu
Gothic-1000-wissen-1,599,Gothic,1000-wissen,kann,kann,k a nː,,557564,,,^ kann $,default,kennen;  wissen,wissen-1,1674-kann
Gothic-1000-wissen-2,600,Gothic,1000-wissen,kunnan,kunnan,k u nː a n,,557564,,,^ kunnan $,default,kennen;  wissen,wissen-2,1743-kunnan
Gothic-89-see-1,604,Gothic,89-see,marisaiws*,marisaiws,m a r ɪ s ɛ w s,,557564,,,^ marisaiws $,default,See,See-1,2015-marisaiws
Gothic-89-see-2,605,Gothic,89-see,saiws,saiws,s ɛ w s,,557564,,,^ saiws $,default,See,See-2,2445-saiws
Gothic-233-sprache-1,606,Gothic,233-sprache,razda,razda,r a z d a,,557564,,,^ razda $,default,Sprache;  Sprechweise,Sprache-1,2358-razda
Gothic-582-letzter-1,607,Gothic,582-letzter,aftuma,aftuma,a ɸ t u m a,,557564,,,^ aftuma $,default,letzter,letzter-1,40-aftuma
Gothic-582-letzter-2,608,Gothic,582-letzter,aftumists,aftumists,a ɸ t u m ɪ s t s,,557564,,,^ aftumists $,default,letzter,letzter-2,41-aftumists
Gothic-791-lachen-1,609,Gothic,791-lachen,hlahjan,hlahjan,h l a h j a n,,557564,,,^ hlahjan $,default,lachen,lachen-1,1382-hlahjan
Gothic-824-legen-1,611,Gothic,824-legen,lagjan,lagjan,l a ɣ j a n,,557564,,,^ lagjan $,default,legen;  auflegen;  hinlegen,legen-1,1761-lagjan
Gothic-545-faul-1,612,Gothic,545-faul,fūls,fuls,ɸ u l s,,557564,,,^ fuls $,default,faul,faul-1,934-fuls
Gothic-545-faul-2,613,Gothic,545-faul,lats,lats,l a t s,,557564,,,^ lats $,default,faul; lässig,faul-2,1801-lats
Gothic-913-leiten-1,614,Gothic,913-leiten,tiuhan,tiuhan,t ɪ u h a n,,557564,,,^ tiuhan $,default,ziehn;  führen,fuhren-1,2949-tiuhan
Gothic-117-blatt-1,615,Gothic,117-blatt,laufs,laufs,l ɔ ɸ s,,557564,,,^ laufs $,default,Laub;  Blatt,Blatt-1,1812-laufs
Gothic-774-weggehen-1,619,Gothic,774-weggehen,af-leiþan,afleiþan,a ɸ l i θ a n,,557564,,,^ afleiþan $,default,weggehn;  entweichen;  verreisen,weggehn-1,1850-afleian
Gothic-774-weggehen-2,621,Gothic,774-weggehen,af-linnan,aflinnan,a ɸ l ɪ nː a n,,557564,,,^ aflinnan $,default,weggehn,weggehn-3,1882-aflinnan
Gothic-281-lange-1,625,Gothic,281-lange,laggei,laggei,l a ŋ ɡ i,,557564,,,^ laggei $,default,Länge,Lange-1,1759-laggei
Gothic-407-brief-1,626,Gothic,407-brief,aipistaule,aipistaule,ɛ p ɪ s t ɔ l e,,557564,,,^ aipistaule $,default,Brief,Brief-1,123-aipistaule
Gothic-443-luge-1,629,Gothic,443-luge,galiug,galiug,ɡ a l ɪ u ɣ,,557564,,,^ galiug $,default,Lüge,Luge-1,1052-galiug
Gothic-443-luge-2,630,Gothic,443-luge,liugn,liugn,l ɪ u ɣ n̥,,557564,,,^ liugn $,default,Lüge,Luge-2,1899-liugn
Gothic-679-liegen-1,631,Gothic,679-liegen,ligan,ligan,l ɪ ɣ a n,,557564,,,^ ligan $,default,liegen,liegen-1,1877-ligan
Gothic-411-leben-1,632,Gothic,411-leben,libains,libains,l ɪ β ɛ n s,,557564,,,^ libains $,default,Leben,Leben-1,1873-libains
Gothic-847-hochheben-1,633,Gothic,847-hochheben,hafjan,hafjan,h a ɸ j a n,,557564,,,^ hafjan $,default,heben,heben-1,1234-hafjan
Gothic-71-licht-1,635,Gothic,71-licht,liuhaþ,liuhaþ,l ɪ u h a θ,,557564,,,^ liuhaþ $,default,Licht,Licht-1,1906-liuha
Gothic-71-licht-2,636,Gothic,71-licht,lukarn,lukarn,l u k a r n̥,,557564,,,^ lukarn $,default,Licht; Leuchte,Licht-2,1924-lukarn
Gothic-7-lippe-1,639,Gothic,7-lippe,wairilom,wairilom,w ɛ r ɪ l o m,,557564,,,^ wairilom $,default,Lippe,Lippe-1,3406-wairilom
Gothic-292-last-1,642,Gothic,292-last,kauriþa,kauriþa,k ɔ r ɪ θ a,,557564,,,^ kauriþa $,default,Last,Last-1,1697-kauria
Gothic-483-lang-1,644,Gothic,483-lang,laggs,laggs,l a ŋ ɡ s,,557564,,,^ laggs $,default,lang,lang-1,1760-laggs
Gothic-217-lust-1,645,Gothic,217-lust,gabaurjoþus,gabaurjoþus,ɡ a β ɔ r j o θ u s,,557564,,,^ gabaurjoþus $,default,Lust,Lust-1,948-gabaurjous
Gothic-217-lust-2,646,Gothic,217-lust,lustus,lustus,l u s t u s,,557564,,,^ lustus $,default,Lust;  Begierde,Lust-2,1933-lustus
Gothic-785-suchen-1,648,Gothic,785-suchen,sokeins,sokeins,s o k i n s,,557564,,,^ sokeins $,default,das Suchen,dasSuchen-1,2700-sokeins
Gothic-785-suchen-2,649,Gothic,785-suchen,sokjan,sokjan,s o k j a n,,557564,,,^ sokjan $,default,suchen,suchen-1,2701-sokjan
Gothic-789-lieben-1,651,Gothic,789-lieben,frijaþwa,frijaþwa,ɸ r ɪ j a θ w a,,557564,,,^ frijaþwa $,default,Liebe,Liebe-1,894-frijawa
Gothic-789-lieben-2,652,Gothic,789-lieben,frijon,frijon,ɸ r ɪ j o n,,557564,,,^ frijon $,default,lieben,lieben-1,896-frijon
Gothic-615-unten-1,653,Gothic,615-unten,dalaþa,dalaþa,d a l a θ a,,557564,,,^ dalaþa $,default,unten,unten-1,600-dalaa
Gothic-615-unten-2,654,Gothic,615-unten,dalaþro,dalaþro,d a l a θ r o,,557564,,,^ dalaþro $,default,unten; von unten,unten-2,601-dalaro
Gothic-834-machen-1,656,Gothic,834-machen,taujan,taujan,t ɔ j a n,,557564,,,^ taujan $,default,tun;  machen,machen-1,2917-taujan
Gothic-834-machen-2,657,Gothic,834-machen,waurkjan,waurkjan,w ɔ r k j a n,,557564,,,^ waurkjan $,default,machen;  wirken,machen-2,3480-waurkjan
Gothic-193-mann-1,660,Gothic,193-mann,wair,wair,w ɛ r,,557564,,,^ wair $,default,Mann,Mann-2,3403-wair
Gothic-193-mann-2,661,Gothic,193-mann,manna,manna,m a nː a,,557564,,,^ manna $,default,manna; Mensch;  mann,mann-1,2001-manna
Gothic-1003-messen-1,669,Gothic,1003-messen,mitan,mitan,m ɪ t a n,,557564,,,^ mitan $,default,messen,messen-1,2102-mitan
Gothic-350-fleisch-1,670,Gothic,350-fleisch,mammo,mammo,m a mː o,,557564,,,^ mammo $,default,Fleisch,Fleisch-1,1985-mammo
Gothic-919-treffen-1,672,Gothic,919-treffen,niutan,niutan,n ɪ u t a n,,557564,,,^ niutan $,default,treffen;  erreichen;  einer Sache froh sein,treffen-1,2234-niutan
Gothic-220-gedachtnis-1,674,Gothic,220-gedachtnis,gaminþi,gaminþi,ɡ a m ɪ n θ ɪ,,557564,,,^ gaminþi $,default,Erinnerung; Gedächtnis,Gedachtnis-1,1072-gamini
Gothic-220-gedachtnis-2,675,Gothic,220-gedachtnis,gamunds,gamunds,ɡ a m u n d s,,557564,,,^ gamunds $,default,Gedächtnis; Andenken,Gedachtnis-2,1074-gamunds
Gothic-269-mitte-1,679,Gothic,269-mitte,miduma*,miduma,m ɪ ð u m a,,557564,,,^ miduma $,default,Mitte,Mitte-1,2077-miduma
Gothic-361-milch-1,680,Gothic,361-milch,miluks*,miluks,m ɪ l u k s,,557564,,,^ miluks $,default,Milch,Milch-1,2090-miluks
Gothic-221-verstand-1,681,Gothic,221-verstand,aha,aha,a h a,,557564,,,^ aha $,default,Sinn;  Verstand,Verstand-1,63-aha
Gothic-221-verstand-2,682,Gothic,221-verstand,fraþi,fraþi,ɸ r a θ ɪ,,557564,,,^ fraþi $,default,Sinn; Verstand,Verstand-2,877-frai
Gothic-383-spiegel-1,685,Gothic,383-spiegel,skuggwa,skuggwa,s k u ɡ ɡ w a,,557564,,,^ skuggwa $,default,Spiegel,Spiegel-1,2641-skuggwa
Gothic-422-geld-1,689,Gothic,422-geld,skatts,skatts,s k a tː s,,557564,,,^ skatts $,default,Geld;  Geldstück;  Mine,Geld-1,2612-skatts
Gothic-456-monat-1,690,Gothic,456-monat,menoþs,menoþs,m e n o θ s,,557564,,,^ menoþs $,default,Monat,Monat-1,2062-menos
Gothic-58-mond-1,691,Gothic,58-mond,mena,mena,m e n a,,557564,,,^ mena $,default,Mond,Mond-1,2061-mena
Gothic-451-morgen-1,693,Gothic,451-morgen,maurgins,maurgins,m ɔ r ɡ ɪ n s,,557564,,,^ maurgins $,default,Morgen,Morgen-1,2042-maurgins
Gothic-203-mutter-1,695,Gothic,203-mutter,aiþei,aiþei,ɛ θ i,,557564,,,^ aiþei $,default,Mutter,Mutter-1,144-aiei
Gothic-96-berg-1,696,Gothic,96-berg,fairguni,fairguni,ɸ ɛ r ɡ u n ɪ,,557564,,,^ fairguni $,default,Berg,Berg-1,744-fairguni
Gothic-4-mund-1,699,Gothic,4-mund,munþs,munþs,m u n θ s,,557564,,,^ munþs $,default,Mund,Mund-1,2136-muns
Gothic-555-nackt-1,705,Gothic,555-nackt,naqaþs,naqaþs,n a kʷ a θ s,,557564,,,^ naqaþs $,default,nackt,nackt-1,2158-naqas
Gothic-230-name-1,706,Gothic,230-name,namo,namo,n a m o,,557564,,,^ namo $,default,Name,Name-1,2154-namo
Gothic-18-genick-1,707,Gothic,18-genick,†balsagga,balsagga,b a l s a ŋ ɡ a,,557564,,,^ balsagga $,default,Hals;  Nacken,Nacken-1,435-balsagga
Gothic-18-genick-2,708,Gothic,18-genick,[halsagga],halsagga,h a l s a ŋ ɡ a,,557564,,,^ halsagga $,default,Hals;  Nacken,Nacken-2,1293-halsagga
